Source File Name:	11_18_1
Point Index:	1	[x = 0.0145802	y = 0.1218	z = -1]
Signal:	FFT - Vib & Ref1 H1 Velocity / Force - Mag. & Phase

Frequency	Magnitude	Phase
46.875	0.002386642	40.88807
47.1875	0.002416358	39.73944
47.5	0.002431038	38.19317
47.8125	0.00240324	37.11399
48.125	0.002385607	35.94642
48.4375	0.002325943	34.84378
48.75	0.002244524	33.89965
49.0625	0.002150878	33.45896
49.375	0.002042208	33.17599
49.6875	0.001904223	33.09762
50	0.001785863	34.07906
50.3125	0.001644454	35.75991
50.625	0.001519345	38.27527
50.9375	0.001409401	42.4395
51.25	0.001313384	47.92824
51.5625	0.001254016	54.30875
51.875	0.001224307	61.64048
52.1875	0.001236371	69.41965
52.5	0.00127658	76.95192
52.8125	0.001344134	82.68183
53.125	0.001439243	87.6346
53.4375	0.001545655	92.18285
53.75	0.001678376	94.71896
54.0625	0.001805426	97.41678
54.375	0.00195533	99.1067
54.6875	0.002093033	100.5171
55	0.002228203	101.2353
55.3125	0.002367113	101.8749
55.625	0.002486478	102.7399
55.9375	0.002632246	102.3934
56.25	0.002770924	102.3036
56.5625	0.00288898	102.235
56.875	0.003016069	101.8655
57.1875	0.003127738	101.4219
57.5	0.003234672	101.0556
57.8125	0.003344958	100.5943
58.125	0.003449857	100.453
58.4375	0.003561949	99.98757
58.75	0.003640628	99.58162
59.0625	0.003773329	99.24607
59.375	0.003828948	98.68533
59.6875	0.003926608	98.01939
60	0.004029501	97.31248
60.3125	0.004105846	96.88197
60.625	0.004215877	96.4567
60.9375	0.004259798	95.86395
61.25	0.004381182	95.47552
61.5625	0.004422169	94.78931
61.875	0.004517274	94.47871
62.1875	0.004587995	94.11535
62.5	0.004669652	93.16346
62.8125	0.004731124	92.57623
63.125	0.004783011	91.84992
63.4375	0.004812444	91.22675
63.75	0.004911661	90.43259
64.0625	0.004962485	89.74339
64.375	0.005008136	89.4287
64.6875	0.005018583	88.83419
65	0.005069545	88.10538
65.3125	0.005084884	87.71894
65.625	0.005122264	87.06806
65.9375	0.005141902	86.49112
66.25	0.005142472	86.06802
66.5625	0.005128297	85.45836
66.875	0.005157794	85.15336
67.1875	0.005153666	84.51434
67.5	0.00515032	84.11908
67.8125	0.005133045	84.15778
68.125	0.005129898	83.83529
68.4375	0.005100478	83.91069
68.75	0.005098088	83.64851
69.0625	0.005064431	83.90646
69.375	0.005060858	84.01401
69.6875	0.005049333	84.14596
70	0.005015418	84.40038
70.3125	0.005033453	84.46719
70.625	0.005041136	85.13625
70.9375	0.00503712	85.3111
71.25	0.005048209	86.12312
71.5625	0.005033907	86.79261
71.875	0.005066889	86.94575
72.1875	0.0050777	87.10692
72.5	0.005072189	88.01237
72.8125	0.005103414	88.71302
73.125	0.005185588	88.98583
73.4375	0.005250563	89.79529
73.75	0.005271696	90.34933
74.0625	0.005319603	91.15492
74.375	0.005384443	91.33414
74.6875	0.005472994	91.65446
75	0.00553279	91.98392
75.3125	0.005598954	92.39822
75.625	0.005705308	92.57106
75.9375	0.005803221	92.56082
76.25	0.005913635	92.78438
76.5625	0.005996852	92.88139
76.875	0.006106539	93.2099
77.1875	0.006171148	92.99067
77.5	0.006237608	92.7919
77.8125	0.006311514	92.60131
78.125	0.006402659	92.14996
78.4375	0.006497649	92.25388
78.75	0.006550299	91.35027
79.0625	0.006655084	91.4649
79.375	0.006727389	91.17853
79.6875	0.006772395	90.7197
80	0.006832611	90.60952
80.3125	0.006895346	90.14989
80.625	0.006903864	89.92464
80.9375	0.006922998	89.47334
81.25	0.006996849	89.01799
81.5625	0.00702931	88.63557
81.875	0.007087427	88.35409
82.1875	0.007073293	88.09998
82.5	0.007094041	87.60265
82.8125	0.007147083	87.60927
83.125	0.007145546	87.75478
83.4375	0.007144459	87.74996
83.75	0.007124543	87.202
84.0625	0.007161885	87.43246
84.375	0.00717305	87.49212
84.6875	0.007184729	87.6453
85	0.007198055	87.54068
85.3125	0.007198471	87.63754
85.625	0.007307446	87.65019
85.9375	0.007312549	88.12772
86.25	0.007368392	88.2878
86.5625	0.007388578	88.42441
86.875	0.007464716	88.51047
87.1875	0.007484794	88.96842
87.5	0.007568012	89.04953
87.8125	0.007605474	88.86716
88.125	0.007697087	89.11872
88.4375	0.007808945	89.33167
88.75	0.007831438	88.98896
89.0625	0.007926667	89.12207
89.375	0.008052557	89.05951
89.6875	0.008101728	88.78209
90	0.008189535	88.82034
90.3125	0.008254708	88.58811
90.625	0.008333945	88.4241
90.9375	0.008435553	87.85104
91.25	0.008457789	87.6941
91.5625	0.0085643	87.16436
91.875	0.008619513	86.82185
92.1875	0.00866233	86.47158
92.5	0.00872483	86.17686
92.8125	0.008809872	85.8036
93.125	0.008814647	85.10298
93.4375	0.008842473	84.68807
93.75	0.00887194	84.28962
94.0625	0.008850396	84.10204
94.375	0.008896684	83.57968
94.6875	0.008894248	83.09448
95	0.008899792	82.66762
95.3125	0.008899184	82.36949
95.625	0.008897127	81.80657
95.9375	0.008870143	81.99168
96.25	0.008889823	81.5457
96.5625	0.008835842	81.52716
96.875	0.008815877	81.21096
97.1875	0.00881457	80.97153
97.5	0.008786615	81.00333
97.8125	0.008798603	80.57327
98.125	0.008786172	80.65656
98.4375	0.008745586	80.72383
98.75	0.008740057	80.48544
99.0625	0.008684204	80.51582
99.375	0.00868901	80.74275
99.6875	0.008645874	80.64084
100	0.00860613	80.92141
100.3125	0.008586256	80.80799
100.625	0.008590254	80.81445
100.9375	0.008620887	81.05692
101.25	0.008627502	81.10901
101.5625	0.008598429	81.64673
101.875	0.008549325	81.42988
102.1875	0.008563402	81.87732
102.5	0.008532888	82.44211
102.8125	0.008615929	82.38976
103.125	0.008592742	82.66325
103.4375	0.008569836	82.83775
103.75	0.008550118	83.51801
104.0625	0.008576908	83.67331
104.375	0.008588253	83.8011
104.6875	0.00862071	84.37877
105	0.008686748	84.71417
105.3125	0.008666178	85.18475
105.625	0.008696715	84.97565
105.9375	0.008744093	85.54352
106.25	0.008751806	86.01846
106.5625	0.008768813	86.10352
106.875	0.008865096	86.49052
107.1875	0.00892171	86.73941
107.5	0.008982918	86.88331
107.8125	0.009058263	86.95556
108.125	0.009066544	87.60364
108.4375	0.00915954	87.98085
108.75	0.009217354	87.7749
109.0625	0.009242094	88.08455
109.375	0.009331892	88.43211
109.6875	0.009405655	88.64096
110	0.009409298	88.53072
110.3125	0.009570683	88.75234
110.625	0.009683529	88.92948
110.9375	0.009718077	88.81145
111.25	0.009800433	88.6597
111.5625	0.009888283	88.96011
111.875	0.009916061	89.31944
112.1875	0.009977504	89.23506
112.5	0.01008042	89.04983
112.8125	0.01016672	89.16262
113.125	0.01020954	89.18148
113.4375	0.01028486	88.90557
113.75	0.01035265	88.72816
114.0625	0.01038825	88.9435
114.375	0.01050292	89.18052
114.6875	0.01056644	88.85195
115	0.01060058	89.20563
115.3125	0.01066304	88.88438
115.625	0.01069295	88.63154
115.9375	0.01073272	88.85849
116.25	0.01073819	88.44228
116.5625	0.01089013	88.70477
116.875	0.01098273	88.56097
117.1875	0.01101429	88.50866
117.5	0.01108501	88.65614
117.8125	0.01109296	88.61065
118.125	0.01110638	88.58818
118.4375	0.01119926	88.30187
118.75	0.01127438	88.29428
119.0625	0.01136115	88.36466
119.375	0.0114339	88.15479
119.6875	0.01151502	88.55191
120	0.01155892	87.81232
120.3125	0.01164811	88.24831
120.625	0.01174538	87.98663
120.9375	0.01182865	88.04005
121.25	0.01180953	88.32025
121.5625	0.01187341	88.00678
121.875	0.01194244	87.85714
122.1875	0.01201548	87.65672
122.5	0.01208381	87.83546
122.8125	0.01211517	87.63914
123.125	0.01216723	87.45312
123.4375	0.01230729	87.00576
123.75	0.01234878	87.10157
124.0625	0.01242491	86.87937
124.375	0.01242289	86.56567
124.6875	0.01253444	86.70679
125	0.01259062	86.63284
125.3125	0.01266154	86.28758
125.625	0.01267095	86.19497
125.9375	0.01267784	85.90897
126.25	0.01279299	85.60574
126.5625	0.01278258	85.2769
126.875	0.01279883	85.08033
127.1875	0.0128883	85.21146
127.5	0.01287195	85.17709
127.8125	0.01297837	85.09676
128.125	0.01300869	84.64204
128.4375	0.01294773	84.51693
128.75	0.0130327	84.37756
129.0625	0.01302467	84.11478
129.375	0.0129604	83.903
129.6875	0.01296285	83.57663
130	0.01300546	83.6962
130.3125	0.01303263	83.69733
130.625	0.01309757	83.82281
130.9375	0.01305065	83.5971
131.25	0.01295206	83.16276
131.5625	0.01306728	83.29906
131.875	0.01301659	83.47172
132.1875	0.01303062	83.38761
132.5	0.01305264	83.16605
132.8125	0.01306228	83.38537
133.125	0.01310048	83.68005
133.4375	0.01311055	83.73514
133.75	0.01305514	83.62967
134.0625	0.01313831	83.5443
134.375	0.01313173	83.78548
134.6875	0.01319841	83.93292
135	0.01316723	83.91243
135.3125	0.01323351	84.04679
135.625	0.01324112	84.30126
135.9375	0.0133104	84.11983
136.25	0.01336136	84.31357
136.5625	0.01340351	84.72787
136.875	0.01344554	85.01694
137.1875	0.01341774	85.15682
137.5	0.01336492	84.90089
137.8125	0.01353011	84.9453
138.125	0.01355142	84.91313
138.4375	0.01349085	85.05585
138.75	0.01361418	85.3773
139.0625	0.01373075	85.09476
139.375	0.01373498	85.37714
139.6875	0.01376813	85.32191
140	0.01376024	85.6341
140.3125	0.01382399	85.48884
140.625	0.01392588	85.79101
140.9375	0.01398793	85.7776
141.25	0.01399021	85.76724
141.5625	0.01404259	85.48279
141.875	0.01417362	85.73216
142.1875	0.01416383	85.50299
142.5	0.01419647	85.94701
142.8125	0.01428847	86.24593
143.125	0.01434193	86.1527
143.4375	0.01434632	85.92947
143.75	0.01445761	86.46715
144.0625	0.01450837	86.22109
144.375	0.01452513	86.047
144.6875	0.01460831	86.36417
145	0.01471452	86.35326
145.3125	0.01476848	86.45394
145.625	0.01479765	86.53101
145.9375	0.01488177	86.6693
146.25	0.0149315	86.52231
146.5625	0.01495175	86.50939
146.875	0.01497279	86.00012
147.1875	0.01499645	86.49443
147.5	0.015283	85.96111
147.8125	0.01513908	86.93592
148.125	0.01518321	86.12979
148.4375	0.01528316	86.40573
148.75	0.01532566	86.95345
149.0625	0.01535599	86.67564
149.375	0.01541073	86.4709
149.6875	0.0154834	86.68224
150	0.01542225	86.82796
150.3125	0.01561607	86.86242
150.625	0.01576289	86.85431
150.9375	0.01561344	86.73599
151.25	0.01568363	86.87803
151.5625	0.01581496	87.06618
151.875	0.01598753	87.20094
152.1875	0.01593186	87.17323
152.5	0.01602441	86.99008
152.8125	0.01608147	87.58465
153.125	0.01605984	87.38438
153.4375	0.01624017	87.3465
153.75	0.01626894	87.59319
154.0625	0.01642181	87.63676
154.375	0.01642986	87.25147
154.6875	0.01644746	87.22171
155	0.0166386	87.5901
155.3125	0.01674203	87.68607
155.625	0.01679756	88.07153
155.9375	0.01675979	87.94436
156.25	0.01703048	87.96314
156.5625	0.0170088	87.90528
156.875	0.01712889	87.78137
157.1875	0.01715208	87.78937
157.5	0.01729441	87.78151
157.8125	0.01741925	87.75311
158.125	0.01758054	88.16483
158.4375	0.0175584	87.75909
158.75	0.01760103	87.87085
159.0625	0.01766123	87.9495
159.375	0.01780959	87.47505
159.6875	0.01789311	87.84751
160	0.01810717	87.53584
160.3125	0.01800015	87.6162
160.625	0.01831709	87.48761
160.9375	0.01832883	87.93983
161.25	0.01830221	87.33858
161.5625	0.01830597	87.56177
161.875	0.01842695	87.70597
162.1875	0.01855211	87.23423
162.5	0.01857276	87.91304
162.8125	0.01877976	87.79385
163.125	0.01878698	86.91526
163.4375	0.01896538	87.37505
163.75	0.01910011	87.79159
164.0625	0.0191496	87.31071
164.375	0.01929342	87.40185
164.6875	0.01936063	87.43034
165	0.01933907	87.17822
165.3125	0.01942205	87.23023
165.625	0.0197914	86.77054
165.9375	0.01971242	86.77236
166.25	0.01968155	86.54524
166.5625	0.01964529	86.12088
166.875	0.02007302	86.96704
167.1875	0.02018898	85.97115
167.5	0.02027976	86.44394
167.8125	0.02027797	86.31077
168.125	0.02028562	85.8621
168.4375	0.02033727	85.7709
168.75	0.02049789	85.6116
169.0625	0.02057069	85.70422
169.375	0.02066512	85.37276
169.6875	0.02070911	85.5097
170	0.02075661	85.45825
170.3125	0.02080773	85.36302
170.625	0.02101798	85.00036
170.9375	0.02110246	85.53329
171.25	0.02111086	85.2728
171.5625	0.02098968	84.95311
171.875	0.02106565	84.94142
172.1875	0.02121727	84.99812
172.5	0.0212134	84.53575
172.8125	0.02147043	84.2237
173.125	0.02134789	84.47864
173.4375	0.02148418	84.55516
173.75	0.02172813	84.61028
174.0625	0.02165344	84.49125
174.375	0.02176569	84.52749
174.6875	0.02156797	84.4277
175	0.02186869	84.06141
175.3125	0.02167383	83.92663
175.625	0.02202245	83.67039
175.9375	0.02210562	84.1691
176.25	0.02219268	83.61283
176.5625	0.0220449	83.85346
176.875	0.02225222	83.75562
177.1875	0.02213508	83.65784
177.5	0.02222667	83.95947
177.8125	0.02231355	83.55855
178.125	0.02228002	83.27623
178.4375	0.02237234	83.40329
178.75	0.02246539	83.61994
179.0625	0.02246193	83.44129
179.375	0.02270992	83.00745
179.6875	0.02265528	83.20628
180	0.02252829	83.1137
180.3125	0.02259949	83.19345
180.625	0.02246842	83.09643
180.9375	0.02261085	83.59332
181.25	0.02262217	83.42374
181.5625	0.0228244	83.52656
181.875	0.02292202	83.17458
182.1875	0.02295859	83.40336
182.5	0.02312223	83.07706
182.8125	0.02330824	83.99858
183.125	0.0232609	83.46938
183.4375	0.02340218	83.88623
183.75	0.02325233	83.73046
184.0625	0.02346704	83.466
184.375	0.02362244	83.60542
184.6875	0.02359327	83.99112
185	0.02358044	83.84444
185.3125	0.02366781	83.37257
185.625	0.02387777	83.76128
185.9375	0.02411833	83.43723
186.25	0.02422474	83.47784
186.5625	0.02428994	83.41166
186.875	0.02408687	84.06175
187.1875	0.02419104	83.92818
187.5	0.02451492	83.75156
187.8125	0.02407866	84.11147
188.125	0.02445192	83.80367
188.4375	0.02459878	83.25711
188.75	0.02458796	83.0672
189.0625	0.024672	84.00314
189.375	0.02442899	83.97202
189.6875	0.02482389	83.77572
190	0.0249818	84.69809
190.3125	0.0249975	84.06938
190.625	0.02523541	83.97672
190.9375	0.02548051	83.91699
191.25	0.02549299	83.55724
191.5625	0.02511748	84.14046
191.875	0.02552167	84.17213
192.1875	0.02599813	84.92776
192.5	0.02577309	84.26213
192.8125	0.02598617	84.62466
193.125	0.02599796	84.66978
193.4375	0.02615167	84.28035
193.75	0.02594384	84.37705
194.0625	0.0260528	84.25891
194.375	0.02629564	84.12291
194.6875	0.02624348	84.09949
195	0.02680548	84.28603
195.3125	0.02704751	83.98824
195.625	0.02714227	84.40147
195.9375	0.02723806	84.49748
196.25	0.026913	84.72109
196.5625	0.02734372	84.52116
196.875	0.02714217	84.25085
197.1875	0.02767589	84.05702
197.5	0.02782796	83.70578
197.8125	0.02788273	84.38534
198.125	0.02815771	84.13464
198.4375	0.02834043	83.75269
198.75	0.02830829	84.01556
199.0625	0.02811042	84.59003
199.375	0.02813932	84.72617
199.6875	0.02848471	83.87656
200	0.02834603	83.6888
200.3125	0.02873319	83.85593
200.625	0.02859089	84.29839
200.9375	0.02904444	83.84642
201.25	0.02939675	83.76761
201.5625	0.02913226	83.8705
201.875	0.02943156	84.46564
202.1875	0.02955714	84.31457
202.5	0.02942586	84.67329
202.8125	0.02968255	82.88457
203.125	0.02954805	83.6947
203.4375	0.0302366	83.43723
203.75	0.03010591	82.98172
204.0625	0.03048594	83.84888
204.375	0.03012914	84.01077
204.6875	0.03044743	83.5756
205	0.03037388	83.78164
205.3125	0.03046421	84.55326
205.625	0.03078449	84.17062
205.9375	0.03103251	84.34119
206.25	0.03074275	83.63936
206.5625	0.03048673	83.84775
206.875	0.03104479	83.67702
207.1875	0.03165831	83.49362
207.5	0.03176554	82.96024
207.8125	0.03172402	82.952
208.125	0.03213454	84.66109
208.4375	0.03190762	83.97458
208.75	0.03165953	83.43089
209.0625	0.03211118	82.48993
209.375	0.03254865	83.36088
209.6875	0.03232696	82.66292
210	0.03273929	82.62392
210.3125	0.03276923	83.49493
210.625	0.03307316	83.3226
210.9375	0.03283715	83.28887
211.25	0.03324765	83.37533
211.5625	0.03312842	83.45056
211.875	0.03327322	83.96444
212.1875	0.03351251	82.94901
212.5	0.03375888	84.20428
212.8125	0.03397291	82.41145
213.125	0.03375851	83.86295
213.4375	0.03348517	82.47838
213.75	0.0342819	83.38457
214.0625	0.03386354	83.39468
214.375	0.03508651	82.79933
214.6875	0.03475935	83.33853
215	0.03453495	83.45359
215.3125	0.03419701	83.61991
215.625	0.03508475	82.26277
215.9375	0.03544706	83.95776
216.25	0.03467928	84.06741
216.5625	0.03516416	83.90625
216.875	0.03485418	83.34338
217.1875	0.03515146	83.56539
217.5	0.03593633	83.47505
217.8125	0.03581829	83.67216
218.125	0.03653409	84.0056
218.4375	0.03575576	83.7935
218.75	0.03617473	84.56589
219.0625	0.03666834	82.81992
219.375	0.03739343	83.3241
219.6875	0.03731096	84.24599
220	0.03708139	84.70241
220.3125	0.03799097	85.01436
220.625	0.03769665	84.58574
220.9375	0.03789182	85.3594
221.25	0.03871599	84.88612
221.5625	0.03772308	84.06026
221.875	0.03882289	85.47715
222.1875	0.03811556	84.60516
222.5	0.03877658	85.08904
222.8125	0.04022881	84.19893
223.125	0.03970387	84.62209
223.4375	0.03928342	86.17032
223.75	0.04075447	84.31206
224.0625	0.04027827	84.53502
224.375	0.04069932	85.04884
224.6875	0.04014121	83.65828
225	0.04135724	84.52203
225.3125	0.04071813	84.57804
225.625	0.04199732	84.77133
225.9375	0.04163072	84.30278
226.25	0.04171653	84.49525
226.5625	0.04267813	85.58241
226.875	0.04311696	84.63908
227.1875	0.04314967	85.23464
227.5	0.04310659	84.85336
227.8125	0.04291529	85.80826
228.125	0.04396597	84.3054
228.4375	0.04420177	83.95389
228.75	0.0447777	84.40558
229.0625	0.04510134	84.73146
229.375	0.04436674	84.38692
229.6875	0.04552358	85.50781
230	0.04579964	85.10513
230.3125	0.04578925	83.43586
230.625	0.04613724	84.01531
230.9375	0.04524875	84.66505
231.25	0.04633825	82.47495
231.5625	0.04639405	84.11719
231.875	0.04611367	83.68739
232.1875	0.04734004	84.29319
232.5	0.04759513	84.29442
232.8125	0.04894777	83.80067
233.125	0.04802232	84.49511
233.4375	0.04730269	83.52808
233.75	0.04857203	84.17362
234.0625	0.04865141	85.1018
234.375	0.0482909	83.95451
234.6875	0.04963821	83.63867
235	0.05062658	82.72437
235.3125	0.04943192	82.94335
235.625	0.0495784	83.2706
235.9375	0.04978843	84.91422
236.25	0.04990119	83.44849
236.5625	0.05058667	84.44723
236.875	0.05226586	84.89107
237.1875	0.0515734	84.19447
237.5	0.05130187	83.45066
237.8125	0.05235315	83.9794
238.125	0.05250559	85.31727
238.4375	0.05196514	85.45805
238.75	0.05391457	86.47842
239.0625	0.05481656	85.05757
239.375	0.05340899	84.43567
239.6875	0.05396915	84.44949
240	0.05417156	84.46097
240.3125	0.05481465	86.01739
240.625	0.0551168	83.07504
240.9375	0.05490997	83.47407
241.25	0.0554355	83.2411
241.5625	0.05677934	85.39902
241.875	0.05835111	86.19307
242.1875	0.05838251	85.16469
242.5	0.06007506	84.15336
242.8125	0.05725135	86.39827
243.125	0.05782719	86.4781
243.4375	0.05955924	85.72447
243.75	0.05738593	85.9693
244.0625	0.06236776	87.12771
244.375	0.06273208	85.59202
244.6875	0.06173333	89.08833
245	0.06240331	87.67506
245.3125	0.06314804	86.81417
245.625	0.06459845	88.56596
245.9375	0.06445347	87.11112
246.25	0.06292553	89.16835
246.5625	0.06518594	85.01968
246.875	0.06637497	86.24361
247.1875	0.06729272	86.56619
247.5	0.06847641	87.23095
247.8125	0.06793045	86.45976
248.125	0.07186295	89.23812
248.4375	0.07185069	90.64138
248.75	0.06715249	84.97646
249.0625	0.06574727	89.09453
249.375	0.07087842	87.92198
249.6875	0.06599818	87.97311
250	0.07217113	87.32539
250.3125	0.07252461	88.45539
250.625	0.07553915	89.33784
250.9375	0.07145323	89.80791
251.25	0.0718334	87.91429
251.5625	0.07314533	89.70495
251.875	0.07485111	93.90875
252.1875	0.07819866	89.49516
252.5	0.0765769	89.0527
252.8125	0.07647339	88.67429
253.125	0.08060619	90.26932
253.4375	0.07886148	90.29108
253.75	0.07865341	89.33462
254.0625	0.08289581	94.05474
254.375	0.08148783	92.56209
254.6875	0.08134395	92.94095
255	0.08306059	89.05844
255.3125	0.08539238	94.94091
255.625	0.08023396	90.85461
255.9375	0.08052405	91.58434
256.25	0.08041573	90.97503
256.5625	0.08700917	91.25697
256.875	0.08601382	92.0308
257.1875	0.08923059	97.70471
257.5	0.08420487	92.97939
257.8125	0.08788869	91.46384
258.125	0.0856658	93.36815
258.4375	0.09327362	101.0201
258.75	0.09211469	95.20295
259.0625	0.09030543	94.58096
259.375	0.09437075	96.08698
259.6875	0.09278908	98.47311
260	0.1020061	99.81493
260.3125	0.1010949	93.25294
260.625	0.09304692	96.76556
260.9375	0.1022272	96.17523
261.25	0.1018922	98.84747
261.5625	0.09872563	99.28706
261.875	0.1046508	98.47084
262.1875	0.1023936	96.91174
262.5	0.1070995	99.35847
262.8125	0.1103023	98.86285
263.125	0.1103163	102.3382
263.4375	0.1069127	99.63313
263.75	0.1051477	103.0674
264.0625	0.10849	98.80524
264.375	0.1198648	98.73165
264.6875	0.1068619	99.45433
265	0.1084602	100.1744
265.3125	0.116978	98.75816
265.625	0.1100345	97.9753
265.9375	0.1197854	101.2528
266.25	0.119951	101.0896
266.5625	0.1206617	97.2154
266.875	0.1204326	97.76987
267.1875	0.11155	101.4156
267.5	0.1107908	104.7485
267.8125	0.1137828	101.3904
268.125	0.1136246	100.013
268.4375	0.1174203	102.738
268.75	0.1276454	103.206
269.0625	0.1227322	102.0995
269.375	0.1216951	101.1085
269.6875	0.1282097	98.53487
270	0.1253985	101.017
270.3125	0.1110667	101.1441
270.625	0.1181258	101.5509
270.9375	0.1291849	99.50886
271.25	0.1274794	100.5106
271.5625	0.1300687	104.2166
271.875	0.1248794	103.5385
272.1875	0.1213451	99.92877
272.5	0.1247412	99.561
272.8125	0.1387355	101.3056
273.125	0.1298773	105.0052
273.4375	0.1310095	101.2719
273.75	0.1216732	103.5634
274.0625	0.139716	99.93951
274.375	0.1372153	102.1452
274.6875	0.1177958	102.6902
275	0.1322549	100.0202
275.3125	0.1261469	97.24203
275.625	0.123118	103.8545
275.9375	0.1351919	100.3585
276.25	0.1327206	101.3811
276.5625	0.1307631	101.8243
276.875	0.1347933	98.53461
277.1875	0.1258376	97.92849
277.5	0.1319463	98.37818
277.8125	0.1411912	101.512
278.125	0.141458	92.40401
278.4375	0.1372902	102.4255
278.75	0.1441738	100.9185
279.0625	0.139572	97.51522
279.375	0.1416767	101.7638
279.6875	0.1362137	97.12466
