Source File Name:	02_24_damp_polyuk2
Point Index:	3	[x = 0.0480193	y = 0.000492353	z = -1]
Signal:	FFT - Vib & Ref1 H1 Velocity / Force - Mag. & Phase

Frequency	Magnitude	Phase
53.125	0.01724595	120.6481
53.4375	0.02903619	6.199484
53.75	0.02247589	167.0013
54.0625	0.01093298	25.31979
54.375	0.03720968	143.9541
54.6875	0.02636864	58.43958
55	0.03088107	109.1426
55.3125	0.03181995	27.44644
55.625	0.009129651	106.3048
55.9375	0.01310256	3.803451
56.25	0.02007006	164.7442
56.5625	0.01918507	104.1931
56.875	0.02709068	119.652
57.1875	0.03460681	74.11189
57.5	0.01859624	55.08937
57.8125	0.02146165	46.43606
58.125	0.007155157	-55.92163
58.4375	0.01565218	131.2851
58.75	0.01337584	145.1014
59.0625	0.03752293	112.861
59.375	0.02655232	69.59042
59.6875	0.03032178	79.17821
60	0.02623086	16.41957
60.3125	0.006276431	140.7
60.625	0.006112651	22.38769
60.9375	0.03189422	157.6105
61.25	0.03123648	82.5813
61.5625	0.0324296	120.902
61.875	0.04746437	47.6466
62.1875	0.005687899	117.2514
62.5	0.0322602	24.09935
62.8125	0.02855861	-160.312
63.125	0.02538878	75.49586
63.4375	0.03839694	157.5683
63.75	0.05166596	66.71315
64.0625	0.02025182	115.0818
64.375	0.04802009	36.60457
64.6875	0.01071636	-142.0856
65	0.01849186	37.7981
65.3125	0.03169908	175.4873
65.625	0.03356083	89.94789
65.9375	0.03378871	119.5429
66.25	0.04441958	59.2139
66.5625	0.01798532	61.53177
66.875	0.02331101	24.39853
67.1875	0.008403117	-175.8038
67.5	0.0145192	122.6222
67.8125	0.03126214	131.438
68.125	0.037253	91.1269
68.4375	0.03414234	81.62261
68.75	0.03312529	47.58053
69.0625	0.0125765	39.55513
69.375	0.00745602	34.60064
69.6875	0.01945301	154.6811
70	0.02643956	111.1144
70.3125	0.03713461	111.7831
70.625	0.03962025	69.3001
70.9375	0.02775567	69.39396
71.25	0.02531014	29.30037
71.5625	0.006228986	116.9853
71.875	0.009064203	117.2664
72.1875	0.03050138	129.2521
72.5	0.03252402	100.7634
72.8125	0.04028758	84.879
73.125	0.02935042	62.50846
73.4375	0.02838631	45.48572
73.75	0.003402111	100.8368
74.0625	0.01420101	78.64787
74.375	0.03021833	149.5119
74.6875	0.03784378	82.87805
75	0.03603311	116.3271
75.3125	0.04951214	49.79118
75.625	0.01592565	110.2198
75.9375	0.03537977	28.36285
76.25	0.02688258	172.1727
76.5625	0.02791072	64.1759
76.875	0.0419767	146.7421
77.1875	0.05034399	64.23564
77.5	0.02966158	116.8963
77.8125	0.05051842	43.65878
78.125	0.01035234	155.5886
78.4375	0.02977042	48.9317
78.75	0.02709506	170.9814
79.0625	0.0408893	83.9662
79.375	0.0301054	130.6154
79.6875	0.05524977	69.71358
80	0.01592747	83.31303
80.3125	0.04103243	54.2313
80.625	0.005699352	-171.6723
80.9375	0.02752677	83.19989
81.25	0.02495467	147.3587
81.5625	0.04461779	89.30576
81.875	0.03327799	101.9839
82.1875	0.04477211	62.25555
82.5	0.02281861	74.17422
82.8125	0.02249859	39.55572
83.125	0.02070488	124.7878
83.4375	0.01583316	102.11
83.75	0.04689969	115.2641
84.0625	0.03104802	80.06504
84.375	0.05281151	87.62321
84.6875	0.02705219	33.34199
85	0.03407275	78.20726
85.3125	0.006116595	-36.26116
85.625	0.0381272	112.4453
85.9375	0.02001648	128.6507
86.25	0.0592726	97.17713
86.5625	0.03110425	77.86302
86.875	0.05149362	68.67211
87.1875	0.01635566	36.5059
87.5	0.02346862	68.86682
87.8125	0.01772867	151.494
88.125	0.03731464	106.2114
88.4375	0.04408067	115.2342
88.75	0.05387226	76.03447
89.0625	0.03916491	79.26204
89.375	0.04070607	40.28695
89.6875	0.01238076	112.3319
90	0.01638376	70.32873
90.3125	0.04334785	143.2171
90.625	0.04747143	87.01707
90.9375	0.05323436	110.2768
91.25	0.06323433	53.10318
91.5625	0.02362407	91.2809
91.875	0.04125018	28.9634
92.1875	0.03324199	170.5255
92.5	0.0341615	78.23055
92.8125	0.06017609	141.2459
93.125	0.06935827	67.36458
93.4375	0.04621907	106.7766
93.75	0.06674588	36.37057
94.0625	0.0179939	141.9586
94.375	0.02777318	31.79166
94.6875	0.0533348	154.1489
95	0.04422945	85.16577
95.3125	0.06911474	114.8062
95.625	0.0616185	54.99959
95.9375	0.04721197	81.36375
96.25	0.03430162	13.43336
96.5625	0.02889578	121.0107
96.875	0.01349812	142.7587
97.1875	0.06912269	117.208
97.5	0.0430294	95.87296
97.8125	0.08064055	83.7831
98.125	0.03587116	40.4908
98.4375	0.04742235	66.10891
98.75	0.007926875	-83.844
99.0625	0.04806021	114.4283
99.375	0.03411522	136.9622
99.6875	0.08362712	99.5514
100	0.04593837	76.62218
100.3125	0.07122687	72.17951
100.625	0.02658915	20.64803
100.9375	0.03270315	90.97853
101.25	0.01527638	152.7271
101.5625	0.06524108	117.7494
101.875	0.05155147	103.3117
102.1875	0.07884166	88.29857
102.5	0.05103516	62.23907
102.8125	0.04647601	60.81933
103.125	0.01521658	76.83723
103.4375	0.02807693	109.6693
103.75	0.05448546	128.6083
104.0625	0.06012241	96.0694
104.375	0.07752325	100.9093
104.6875	0.06406564	52.93632
105	0.05236474	90.73639
105.3125	0.03697098	15.90507
105.625	0.05964455	132.8538
105.9375	0.022571	68.96445
106.25	0.1005511	122.8204
106.5625	0.05675467	55.30734
106.875	0.09506276	103.3771
107.1875	0.06168766	18.94056
107.5	0.06606667	111.9378
107.8125	0.02944679	-0.2222732
108.125	0.09025099	128.4666
108.4375	0.03378536	69.93755
108.75	0.1086326	111.6952
109.0625	0.05960903	49.02081
109.375	0.08288983	95.43428
109.6875	0.04307317	22.33277
110	0.06148758	113.3027
110.3125	0.02027533	79.60079
110.625	0.08928681	117.7455
110.9375	0.05486662	85.32578
111.25	0.09725648	97.24554
111.5625	0.05765742	56.44597
111.875	0.07000007	87.33824
112.1875	0.0264556	48.73945
112.5	0.06745365	111.3846
112.8125	0.03742361	107.198
113.125	0.1009928	106.3508
113.4375	0.06081073	83.10508
113.75	0.1020732	87.2092
114.0625	0.04694272	53.84271
114.375	0.07120596	87.10437
114.6875	0.02150075	92.24704
115	0.08205061	108.443
115.3125	0.05949909	109.1533
115.625	0.1072564	96.6069
115.9375	0.07809629	82.20387
116.25	0.08624251	75.50435
116.5625	0.05716171	73.50292
116.875	0.04560465	87.19274
117.1875	0.06961148	108.7833
117.5	0.06581932	109.7934
117.8125	0.1217778	99.91511
118.125	0.07571188	81.34937
118.4375	0.1272038	82.81779
118.75	0.04428948	41.91048
119.0625	0.101858	90.63081
119.375	0.01092627	115.0595
119.6875	0.1425567	106.7231
120	0.05181104	97.59453
120.3125	0.1804545	94.61855
120.625	0.06916484	48.11705
120.9375	0.1486848	85.37655
121.25	0.0453528	10.15717
121.5625	0.1317223	105.3333
121.875	0.0335343	78.84843
122.1875	0.1857392	107.5208
122.5	0.09675287	63.78185
122.8125	0.1866685	92.00235
123.125	0.1114042	33.17649
123.4375	0.13314	93.59655
123.75	0.06828756	32.4908
124.0625	0.1579796	112.261
124.375	0.1056445	68.88911
124.6875	0.2062356	98.34435
125	0.161876	51.60786
125.3125	0.1756228	78.57697
125.625	0.1354333	33.44625
125.9375	0.1298113	86.07728
126.25	0.1049725	57.18961
126.5625	0.1829648	91.13236
126.875	0.1795522	62.37115
127.1875	0.2221847	68.19476
127.5	0.2028967	40.85952
127.8125	0.1813918	45.95034
128.125	0.1518713	32.6179
128.4375	0.1415096	53.01538
128.75	0.1663465	51.91
129.0625	0.2024804	52.07566
129.375	0.2439011	39.3218
129.6875	0.2357615	24.67581
130	0.2424645	15.30902
130.3125	0.1906818	-2.811607
130.625	0.1762757	5.670826
130.9375	0.1356493	-7.266799
131.25	0.181771	15.58951
131.5625	0.1734306	-10.34173
131.875	0.2140449	-1.771639
132.1875	0.2131684	-42.04843
132.5	0.1586187	-34.91452
132.8125	0.18426	-79.55534
133.125	0.03353727	-72.92988
133.4375	0.09725764	-97.17667
133.75	0.06080025	73.04026
134.0625	0.09284613	-59.24046
134.375	0.0541953	49.62302
134.6875	0.1330053	-73.50927
135	0.06052863	128.6511
135.3125	0.08616777	-90.34422
135.625	0.1436565	111.3599
135.9375	0.07830957	-26.44746
136.25	0.1382556	84.12689
136.5625	0.1624746	-38.03933
136.875	0.06510927	100.3124
137.1875	0.1501749	-62.94075
137.5	0.1255919	135.4207
137.8125	0.07380772	-51.61055
138.125	0.1572681	111.3652
138.4375	0.1216787	-16.04358
138.75	0.09142512	92.91444
139.0625	0.1441884	-37.12615
139.375	0.06428729	151.3862
139.6875	0.07320494	-53.88322
140	0.114856	140.7679
140.3125	0.06280188	23.50663
140.625	0.08534883	106.5342
140.9375	0.1107564	6.372347
141.25	0.006992141	143.4814
141.5625	0.06977826	-21.13034
141.875	0.06664069	-171.0349
142.1875	0.03543726	68.5511
142.5	0.07290079	140.4361
142.8125	0.09800314	53.82303
143.125	0.03134817	65.58236
143.4375	0.08541439	18.8263
143.75	0.03385228	-94.63544
144.0625	0.01448129	37.26271
144.375	0.05224381	-174.2149
144.6875	0.07704846	99.49479
145	0.04424531	97.84964
145.3125	0.1000863	64.53576
145.625	0.05059856	-9.205166
145.9375	0.04722503	47.5864
146.25	0.06297044	-85.04632
146.5625	0.07472102	124.8631
146.875	0.03152722	-143.0602
147.1875	0.1504817	101.6667
147.5	0.04513486	-10.23101
147.8125	0.1418182	76.94908
148.125	0.1206816	-54.98756
148.4375	0.09661043	97.33482
148.75	0.1283299	-91.71124
149.0625	0.1829366	114.4507
149.375	0.06218288	-89.71793
149.6875	0.2346876	95.03912
150	0.1246199	-42.84461
150.3125	0.1685705	83.34341
150.625	0.1890196	-67.16424
150.9375	0.1519901	120.5697
151.25	0.1271931	-90.95239
151.5625	0.2517777	116.6384
151.875	0.07972655	-27.91478
152.1875	0.2200705	96.89489
152.5	0.1872506	-32.08929
152.8125	0.1089363	117.9861
153.125	0.1645526	-62.01783
153.4375	0.2032717	147.293
153.75	0.04329176	-28.62143
154.0625	0.2384056	121.6783
154.375	0.1627621	9.99353
154.6875	0.1105245	100.4384
155	0.1763765	-26.76371
155.3125	0.1070551	-178.6061
155.625	0.04445663	-78.26823
155.9375	0.1868313	149.7163
156.25	0.1158651	75.44677
156.5625	0.1281131	90.93259
156.875	0.1460227	25.50817
157.1875	0.07036275	-37.58251
157.5	0.0324125	-83.05012
157.8125	0.09990127	-139.1417
158.125	0.1714211	137.489
158.4375	0.07655977	105.4138
158.75	0.2166634	89.89097
159.0625	0.1528265	-4.744601
159.375	0.08217505	60.83858
159.6875	0.188582	-70.06158
160	0.1607431	153.3686
160.3125	0.09193187	-133.9825
160.625	0.2979439	115.1394
160.9375	0.09027269	18.00683
161.25	0.2326404	74.35838
161.5625	0.2210692	-46.18849
161.875	0.06772843	107.0439
162.1875	0.2146763	-103.8074
162.5	0.2634304	129.6014
162.8125	0.05828112	-165.9052
163.125	0.3425372	91.51464
163.4375	0.1609879	-25.21804
163.75	0.1955919	62.64153
164.0625	0.2837069	-76.12124
164.375	0.1726373	134.2006
164.6875	0.2043877	-120.4855
165	0.3860603	112.1433
165.3125	0.06714729	-29.69363
165.625	0.3595727	79.8535
165.9375	0.2955782	-50.68283
166.25	0.1511117	93.60495
166.5625	0.320952	-92.69487
166.875	0.3339798	129.7374
167.1875	0.1081753	-122.1881
167.5	0.4296185	99.91681
167.8125	0.1795127	-21.3908
168.125	0.2302025	67.98569
168.4375	0.2760277	-65.73174
168.75	0.1171462	151.9867
169.0625	0.1630766	-132.0699
169.375	0.2677017	127.7117
169.6875	0.1414727	91.0246
170	0.1968093	65.87997
170.3125	0.1642406	22.06701
170.625	0.1514796	-56.34147
170.9375	0.04741278	-166.9615
171.25	0.1841859	-131.5816
171.5625	0.3072765	124.121
171.875	0.03122403	139.7363
172.1875	0.3838943	84.66656
172.5	0.2372688	-37.99506
172.8125	0.1930947	74.22525
173.125	0.3465461	-81.07811
173.4375	0.2920044	133.8746
173.75	0.1983481	-113.9229
174.0625	0.4744038	111.4666
174.375	0.1676807	-25.4906
174.6875	0.3775662	87.04357
175	0.3813064	-49.48991
175.3125	0.1914139	119.4864
175.625	0.3466365	-87.86626
175.9375	0.4238194	132.3161
176.25	0.1063684	-93.6396
176.5625	0.5163147	102.3533
176.875	0.2632201	-29.93152
177.1875	0.3278304	73.54573
177.5	0.4134234	-71.93288
177.8125	0.2095622	116.0023
178.125	0.3724982	-119.6904
178.4375	0.475274	106.1055
178.75	0.1401407	-151.775
179.0625	0.5688424	65.51457
179.375	0.2433715	-75.91431
179.6875	0.3765101	34.41874
180	0.5175623	-115.8733
180.3125	0.210942	84.13721
180.625	0.4967852	-161.0403
180.9375	0.5519834	76.8468
181.25	0.1687763	153.0258
181.5625	0.5897731	35.38931
181.875	0.2520951	-91.34848
182.1875	0.256349	-23.9408
182.5	0.4649485	-149.5553
182.8125	0.2069687	139.6069
183.125	0.4688146	136.1197
183.4375	0.418286	68.49137
183.75	0.3840652	44.61996
184.0625	0.4128835	-29.14712
184.375	0.1989103	-62.73943
184.6875	0.5046964	-123.4138
185	0.4709539	140.9134
185.3125	0.3748283	159.8166
185.625	0.8105714	80.62576
185.9375	0.3670098	-16.17842
186.25	0.6511559	31.26164
186.5625	1.013944	-86.99744
186.875	0.3439871	136.7134
187.1875	0.9316475	-136.8116
187.5	1.40907	102.1643
187.8125	0.1472925	-87.56556
188.125	1.45842	58.38848
188.4375	1.276712	-67.44846
188.75	0.4517964	42.95935
189.0625	1.492956	-115.3016
189.375	1.183485	111.3761
189.6875	0.7393806	-163.4653
190	1.696614	71.04059
190.3125	0.6301473	-51.93684
190.625	1.046765	17.47895
190.9375	1.418277	-107.4418
191.25	0.2574823	177.251
191.5625	1.15157	-176.7596
191.875	1.114312	89.93902
192.1875	0.7253475	76.58522
192.5	1.17995	1.364817
192.8125	0.6846033	-50.5382
193.125	1.187775	-87.72098
193.4375	0.9125507	-173.6673
193.75	0.8969366	170.607
194.0625	1.266822	95.28668
194.375	0.6361816	28.62539
194.6875	1.130527	19.45146
195	1.181124	-72.2783
195.3125	0.3600748	-119.4684
195.625	1.043652	-145.8926
195.9375	1.175392	116.192
196.25	0.4611592	102.3783
196.5625	1.310925	51.3211
196.875	0.8878631	-37.91003
197.1875	0.4949411	-31.18112
197.5	1.21047	-117.8923
197.8125	0.5779307	152.6183
198.125	0.7458963	169.5115
198.4375	1.11111	71.67827
198.75	0.2789679	21.00907
199.0625	1.052222	5.147331
199.375	0.7811708	-107.3535
199.6875	0.3750616	-65.67908
200	1.090904	-173.5406
200.3125	0.4966997	76.46948
200.625	0.7907597	133.6986
200.9375	1.114608	15.93805
201.25	0.1312095	-161.493
201.5625	1.039445	-33.41022
201.875	0.9114441	-161.11
202.1875	0.2509271	-54.18646
202.5	1.112028	157.044
202.8125	0.6961336	32.06321
203.125	0.5150852	118.6082
203.4375	0.9254973	-7.396018
203.75	0.4112106	-136.9185
204.0625	0.4463469	-54.16132
204.375	0.7911488	-176.3148
204.6875	0.2728961	85.21471
205	0.4933528	137.0117
205.3125	0.6973762	38.71682
205.625	0.1513556	-45.72573
205.9375	0.4449885	-10.67785
206.25	0.5187281	-117.3745
206.5625	0.1795676	165.3568
206.875	0.3891414	179.9025
207.1875	0.4601066	97.54356
207.5	0.2224782	50.9571
207.8125	0.3021325	38.47014
208.125	0.3452545	-31.57331
208.4375	0.2692293	-120.9894
208.75	0.1485062	-99.71976
209.0625	0.5387384	177.8899
209.375	0.3500464	73.78569
209.6875	0.3366251	145.1351
210	0.695693	28.95729
210.3125	0.2620102	-125.3117
210.625	0.4956353	-4.31096
210.9375	0.6789194	-147.6211
211.25	0.2390024	39.56614
211.5625	0.6732802	175.6629
211.875	0.6568834	47.1078
212.1875	0.2869748	156.1827
212.5	0.7012316	7.618088
212.8125	0.3773139	-136.4352
213.125	0.3596413	-26.95839
213.4375	0.6368937	-168.5228
213.75	0.1941897	65.07494
214.0625	0.5206233	143.8139
214.375	0.5364139	33.61975
214.6875	0.1207388	94.78249
215	0.5122435	-21.94797
215.3125	0.3642521	-145.6578
215.625	0.2084819	-81.02554
215.9375	0.6163231	164.8314
216.25	0.278802	64.6244
216.5625	0.455846	116.2546
216.875	0.5992057	7.253517
217.1875	0.06348834	-142.7568
217.5	0.4999967	-42.6702
217.8125	0.5719438	-169.4785
218.125	0.02667178	-58.09219
218.4375	0.6986468	143.8638
218.75	0.5187428	35.73218
219.0625	0.2881875	99.19255
219.375	0.6340971	-13.26989
219.6875	0.2767591	-136.9945
220	0.3101572	-79.00542
220.3125	0.5688251	171.8661
220.625	0.2409151	106.9374
220.9375	0.4578494	101.3126
221.25	0.4069316	29.91939
221.5625	0.3342197	-4.422079
221.875	0.3041697	-72.52555
222.1875	0.2816319	-103.6212
222.5	0.520538	-179.4918
222.8125	0.244033	104.681
223.125	0.5453445	119.4373
223.4375	0.6156552	21.96083
223.75	0.05326549	82.51247
224.0625	0.6716058	-31.88941
224.375	0.5714718	-157.684
224.6875	0.1360345	-66.43001
225	0.7960356	158.1433
225.3125	0.5354888	43.7983
225.625	0.3897869	119.2133
225.9375	0.7766017	1.02208
226.25	0.3334292	-129.6055
226.5625	0.4066205	-41.38308
226.875	0.7506775	-169.6641
227.1875	0.278727	74.07308
227.5	0.5990013	146.0252
227.8125	0.7255831	32.75307
228.125	0.03337908	-173.9637
228.4375	0.6049991	-14.58542
228.75	0.5324729	-141.3502
229.0625	0.103497	-62.36381
229.375	0.6778049	167.1057
229.6875	0.4131428	53.85789
230	0.4448729	111.7503
230.3125	0.6460564	0.293657
230.625	0.06851489	-160.6829
230.9375	0.5236107	-59.47155
231.25	0.5368302	172.6405
231.5625	0.1282641	-125.1249
231.875	0.7031329	120.9539
232.1875	0.3216948	11.87566
232.5	0.4458538	76.18521
232.8125	0.558797	-45.71259
233.125	0.1097193	154.3488
233.4375	0.4459775	-105.4023
233.75	0.4915282	137.6539
234.0625	0.1535709	146.4729
234.375	0.557878	85.91218
234.6875	0.2531396	8.294858
235	0.2618179	16.67843
235.3125	0.2850935	-83.39638
235.625	0.1554152	-133.9026
235.9375	0.3457263	173.686
236.25	0.251793	113.8488
236.5625	0.3914972	107.444
236.875	0.3779176	26.88117
237.1875	0.1260214	57.29876
237.5	0.3942942	-35.85246
237.8125	0.3243261	-169.9001
238.125	0.112195	-64.70429
238.4375	0.6013745	152.4024
238.75	0.367233	40.94216
239.0625	0.4259042	127.8305
239.375	0.6629435	3.190574
239.6875	0.288607	-177.9159
240	0.5030603	-21.04857
240.3125	0.6978791	179.9741
240.625	0.3348792	11.93411
240.9375	0.7325827	151.913
241.25	0.6416795	20.88566
241.5625	0.4079358	142.6712
241.875	0.7519902	-7.702589
242.1875	0.4318834	-176.2959
242.5	0.4340145	-35.86607
242.8125	0.6586262	163.1147
243.125	0.2070466	15.47821
243.4375	0.5933658	124.8718
243.75	0.4451323	4.968126
244.0625	0.3006784	81.7442
244.375	0.4577254	-46.71783
244.6875	0.1771138	149.7103
245	0.3348517	-120.9875
245.3125	0.5104179	120.2533
245.625	0.1427198	147.7491
245.9375	0.6699691	75.67124
246.25	0.2303989	-30.78628
246.5625	0.3703805	30.53716
246.875	0.4946736	-98.81159
247.1875	0.196633	129.7234
247.5	0.4324415	-160.3898
247.8125	0.6273175	97.83655
248.125	0.1479687	91.57763
248.4375	0.621856	53.6474
248.75	0.3637785	-48.84962
249.0625	0.1568133	10.14641
249.375	0.5041675	-121.6704
249.6875	0.4363164	133.7356
250	0.3958322	156.6398
250.3125	0.6807413	81.92247
250.625	0.2384609	49.40945
250.9375	0.5632594	17.39722
251.25	0.341111	-96.35505
251.5625	0.2021979	-67.13509
251.875	0.6952834	-177.9087
252.1875	0.3339804	97.14578
252.5	0.7410402	124.617
252.8125	0.774761	24.52327
253.125	0.2679014	92.71808
253.4375	0.8765771	-28.90257
253.75	0.6203451	-175.5884
254.0625	0.3220335	-79.68824
254.375	1.122314	145.5337
254.6875	0.4599156	42.17107
255	0.9297519	103.929
255.3125	0.9120236	-8.697061
255.625	0.1399062	129.4415
255.9375	0.7216674	-62.46004
256.25	0.7911127	169.852
256.5625	0.2578533	162.8413
256.875	0.9751227	115.4954
257.1875	0.5997679	50.18099
257.5	0.6102669	55.6048
257.8125	0.5615632	-28.56673
258.125	0.2058647	-107.0734
258.4375	0.5142123	-142.5929
258.75	0.7000296	140.9583
259.0625	0.6510885	121.7739
259.375	0.9982126	74.72157
259.6875	0.4704433	28.5836
260	0.6389977	20.60809
260.3125	0.6237067	-94.4455
260.625	0.2788823	139.2362
260.9375	0.7749268	-168.8892
261.25	1.14277	99.54878
261.5625	0.3258125	110.3263
261.875	1.339232	56.06625
262.1875	0.6318299	-61.6622
262.5	0.6231889	39.95454
262.8125	1.018204	-123.0842
263.125	0.8824233	105.0344
263.4375	0.7665992	-179.2409
263.75	1.527368	74.09269
264.0625	0.1700627	21.88389
264.375	1.192511	37.87387
264.6875	0.6953387	-89.2604
265	0.2140076	46.00967
265.3125	0.8499665	-162.7724
265.625	0.8601406	104.6952
265.9375	0.8277431	115.4495
266.25	1.02556	53.36043
266.5625	0.5213528	37.55393
266.875	0.6137728	-11.34508
267.1875	0.2213043	-145.3678
267.5	0.3254286	-153.2807
267.8125	0.8919495	138.2796
268.125	0.6418123	100.9622
268.4375	1.086028	86.00536
268.75	0.7633603	25.48524
269.0625	0.438415	39.32604
269.375	0.4324987	-49.84871
269.6875	0.5277567	169.6431
270	0.3885454	143.8724
270.3125	1.155686	124.2448
270.625	0.8943772	70.75995
270.9375	0.8555276	76.37145
271.25	0.9208279	18.45871
271.5625	0.1348916	68.7605
271.875	0.3122239	-64.88745
272.1875	0.8376855	147.5796
272.5	0.4264989	134.1472
272.8125	1.421339	102.0885
273.125	0.5277281	55.61084
273.4375	1.339936	71.17366
273.75	0.6386711	-50.78952
274.0625	0.8228153	78.73122
274.375	0.9799598	-119.42
274.6875	1.456785	106.5455
275	0.7154442	-160.7431
275.3125	2.44178	84.02396
275.625	0.3255827	-79.07348
275.9375	2.134193	64.0726
276.25	1.294774	-89.61562
276.5625	1.222567	78.60883
276.875	1.518841	-124.5642
