Source File Name:	11_18_1_damped
Point Index:	1	[x = 0.12576	y = 0.165625	z = -1]
Signal:	FFT - Vib & Ref1 H1 Velocity / Force - Mag. & Phase

Frequency	Magnitude	Phase
73.75	0.006868812	85.8059
74.375	0.006845278	85.43929
75	0.006805419	85.35154
75.625	0.006787213	85.41207
76.25	0.006787197	85.68279
76.875	0.006795663	86.08908
77.5	0.006840734	86.52399
78.125	0.006902444	86.84409
78.75	0.006974455	87.16414
79.375	0.007051229	87.39768
80	0.00712762	87.50532
80.625	0.00721144	87.65064
81.25	0.007286072	87.71706
81.875	0.007378717	87.74004
82.5	0.007450612	87.68489
83.125	0.007531478	87.67688
83.75	0.007618837	87.66772
84.375	0.007688474	87.54635
85	0.00775784	87.44126
85.625	0.007822098	87.39754
86.25	0.007875953	87.29156
86.875	0.007930986	87.15192
87.5	0.007983135	87.21923
88.125	0.008037546	87.34395
88.75	0.008084186	87.37128
89.375	0.008151311	87.54897
90	0.008213226	87.72663
90.625	0.008297531	87.84301
91.25	0.008377448	88.09138
91.875	0.008463933	88.21474
92.5	0.008544397	88.34406
93.125	0.008631185	88.33578
93.75	0.008722464	88.34081
94.375	0.008809564	88.53308
95	0.008887037	88.46742
95.625	0.008992103	88.43899
96.25	0.00906949	88.50167
96.875	0.009160147	88.44186
97.5	0.009234143	88.45266
98.125	0.009323253	88.43252
98.75	0.009410582	88.52536
99.375	0.009500493	88.47828
100	0.009569442	88.51982
100.625	0.009656508	88.53374
101.25	0.00975249	88.53933
101.875	0.009822363	88.57037
102.5	0.009905809	88.60524
103.125	0.01000934	88.54137
103.75	0.01008195	88.59644
104.375	0.01017089	88.53269
105	0.01025203	88.55684
105.625	0.01032858	88.60539
106.25	0.01042012	88.509
106.875	0.01050677	88.5676
107.5	0.01057516	88.58578
108.125	0.01069022	88.67539
108.75	0.01077706	88.55269
109.375	0.01085378	88.58312
110	0.0109408	88.59513
110.625	0.01102467	88.54669
111.25	0.01112278	88.63518
111.875	0.01118412	88.70618
112.5	0.01128876	88.65614
113.125	0.01134158	88.6978
113.75	0.01145058	88.79377
114.375	0.01153912	88.78761
115	0.01160935	88.78025
115.625	0.01171223	88.87639
116.25	0.01181337	88.93798
116.875	0.0118997	88.98061
117.5	0.01199378	88.96902
118.125	0.01206045	89.15215
118.75	0.01217612	89.1749
119.375	0.01225397	89.20745
120	0.01234107	89.14458
120.625	0.01244488	89.24669
121.25	0.0125351	89.2478
121.875	0.01261825	89.45747
122.5	0.01273567	89.50777
123.125	0.01283018	89.76476
123.75	0.0129351	89.85944
124.375	0.0130138	90.00423
125	0.01312268	89.94698
125.625	0.01324192	90.28135
126.25	0.01336957	90.26272
126.875	0.0134598	90.43739
127.5	0.01361288	90.54547
128.125	0.0137232	90.67723
128.75	0.01385241	90.8248
129.375	0.01397898	90.74533
130	0.01412989	90.83582
130.625	0.01425656	91.02259
131.25	0.01442066	91.11326
131.875	0.01453945	91.16598
132.5	0.0146902	91.32295
133.125	0.01483321	91.29863
133.75	0.01498365	91.40356
134.375	0.01514145	91.39098
135	0.01531853	91.43789
135.625	0.01544271	91.47665
136.25	0.01560073	91.63154
136.875	0.01577469	91.60674
137.5	0.01595197	91.59599
138.125	0.01612477	91.65678
138.75	0.01629331	91.62052
139.375	0.01644667	91.49391
140	0.0166377	91.4754
140.625	0.0167831	91.41743
141.25	0.01699213	91.25389
141.875	0.01715735	91.18455
142.5	0.01732936	91.16348
143.125	0.01749327	90.99888
143.75	0.01765507	91.04395
144.375	0.01784586	90.91584
145	0.01801638	90.82167
145.625	0.0181818	90.73107
146.25	0.01836143	90.74298
146.875	0.01850122	90.53574
147.5	0.01865727	90.35094
148.125	0.01889266	90.30266
148.75	0.0189923	90.20171
149.375	0.01920992	90.16708
150	0.01938166	90.04427
150.625	0.01956427	89.90637
151.25	0.01971969	89.69789
151.875	0.01987732	89.46764
152.5	0.02001352	89.26444
153.125	0.02023135	89.24643
153.75	0.02035977	89.10337
154.375	0.02057454	88.88778
155	0.02069817	88.79951
155.625	0.02081044	88.68225
156.25	0.02100069	88.44662
156.875	0.02115069	88.3793
157.5	0.02126614	88.42781
158.125	0.02138094	88.32269
158.75	0.02159943	88.26254
159.375	0.02171806	88.3713
160	0.02193568	88.2278
160.625	0.02205925	88.16543
161.25	0.02224279	88.17126
161.875	0.02240604	88.02554
162.5	0.02259407	87.99741
163.125	0.02275853	87.99839
163.75	0.02294004	88.04306
164.375	0.02312516	87.88104
165	0.02336506	87.91453
165.625	0.02350621	87.83148
166.25	0.02376022	87.7359
166.875	0.02388016	87.75514
167.5	0.02403913	87.50421
168.125	0.02431004	87.56869
168.75	0.0244645	87.36782
169.375	0.02461313	87.15333
170	0.02474432	87.20204
170.625	0.02497557	86.92516
171.25	0.02512859	86.93712
171.875	0.02521967	86.87659
172.5	0.02540392	86.80474
173.125	0.02563151	86.84177
173.75	0.02573482	87.1404
174.375	0.02596312	86.92866
175	0.02605779	87.08499
175.625	0.02616804	86.85249
176.25	0.026448	87.13794
176.875	0.02647839	86.88122
177.5	0.02671736	87.20338
178.125	0.02690384	87.47047
178.75	0.02717386	87.54772
179.375	0.02728225	87.61642
180	0.02752559	87.7308
180.625	0.02775796	88.05583
181.25	0.02797339	88.00687
181.875	0.02816542	88.14999
182.5	0.02848784	88.32391
183.125	0.02868499	88.63004
183.75	0.02898198	88.79772
184.375	0.02925172	89.08309
185	0.0297672	89.01073
185.625	0.02990278	88.9908
186.25	0.030335	89.20776
186.875	0.03042893	89.50836
187.5	0.03081186	89.66203
188.125	0.03118039	89.77289
188.75	0.03165023	89.87807
189.375	0.03197562	89.79647
190	0.03224538	89.81175
190.625	0.0327596	90.11873
191.25	0.03309366	90.26375
191.875	0.0335983	90.49138
192.5	0.03393577	90.6316
193.125	0.03458229	90.15191
193.75	0.03486961	90.26826
194.375	0.03522104	90.67463
195	0.03582043	90.59809
195.625	0.03625691	90.65965
196.25	0.03666184	90.6031
196.875	0.03710839	90.94863
197.5	0.03777179	91.08678
198.125	0.03840712	91.16663
198.75	0.03886778	90.87925
199.375	0.03938069	91.24798
200	0.03999198	90.86304
200.625	0.04048152	90.92107
201.25	0.04111363	91.00604
201.875	0.04194656	90.63744
202.5	0.04238355	90.97185
203.125	0.0432245	90.71661
203.75	0.04402766	90.90298
204.375	0.04431191	90.89384
205	0.04527246	90.93316
205.625	0.0458923	90.98058
206.25	0.04678726	90.88348
206.875	0.04728558	90.48492
207.5	0.04793545	90.47268
208.125	0.04868563	90.54279
208.75	0.0498598	90.42545
209.375	0.05047883	90.63746
210	0.05155385	90.11839
210.625	0.05280275	89.77654
211.25	0.05327501	89.71718
211.875	0.05380154	89.80884
212.5	0.05520719	89.33538
213.125	0.05636527	88.6571
213.75	0.05707144	88.49029
214.375	0.05775138	88.84845
215	0.05858281	87.95116
215.625	0.05938069	87.71143
216.25	0.06056048	87.78567
216.875	0.06202356	87.75474
217.5	0.06286312	87.35718
218.125	0.06407724	87.10082
218.75	0.06475683	87.42946
219.375	0.06579205	87.05311
220	0.06689045	86.59851
220.625	0.0675611	86.68106
221.25	0.06922308	86.79672
221.875	0.07064942	86.9835
222.5	0.07216884	87.01789
223.125	0.07276159	86.41167
223.75	0.07512286	86.91474
224.375	0.07639421	86.2534
225	0.07726707	86.63194
225.625	0.0804506	86.61415
226.25	0.08172992	86.27829
226.875	0.08380804	87.48605
227.5	0.08449981	86.66156
228.125	0.08695573	87.07173
228.75	0.09104056	87.99509
229.375	0.09269897	87.92704
230	0.09688673	85.28807
230.625	0.09681194	88.44882
231.25	0.1020834	87.67603
231.875	0.1042993	88.54525
232.5	0.1065237	86.89243
233.125	0.1117151	87.58857
233.75	0.114885	90.01308
234.375	0.1187497	87.84212
235	0.1227269	90.86164
235.625	0.1276516	89.95663
236.25	0.1289011	89.95406
236.875	0.134953	90.42783
237.5	0.143305	94.63805
238.125	0.1445167	96.37888
238.75	0.1568909	96.46649
239.375	0.1624079	95.49067
240	0.1739742	98.95996
240.625	0.1696484	98.13938
241.25	0.1808945	102.9606
241.875	0.1964512	107.8277
242.5	0.1805306	113.104
243.125	0.1878098	115.5011
243.75	0.1734516	128.4379
244.375	0.1696678	131.7895
245	0.1473426	138.2875
245.625	0.1439548	135.7682
246.25	0.1445203	144.164
246.875	0.1150397	141.8835
247.5	0.1115613	146.4637
248.125	0.09518779	151.0263
248.75	0.08495264	147.6534
249.375	0.07450606	150.2233
250	0.06145354	148.7348
250.625	0.05680461	141.2955
251.25	0.05072911	139.8263
251.875	0.04422353	137.7176
252.5	0.04017523	132.5196
253.125	0.03454524	131.1789
253.75	0.03103827	128.696
254.375	0.03053046	119.5881
255	0.02848656	116.9083
255.625	0.02687488	112.8223
256.25	0.02665225	105.8917
256.875	0.02478471	105.3297
257.5	0.02486095	104.0269
258.125	0.02497775	101.6178
258.75	0.02534092	101.5045
259.375	0.02445138	105.0981
260	0.0246856	104.6384
260.625	0.02500797	107.4509
261.25	0.02625044	107.657
261.875	0.02819091	110.4779
262.5	0.02900578	110.9771
263.125	0.03075298	114.7899
263.75	0.03430049	117.5843
264.375	0.03702712	119.9229
265	0.03857911	121.4152
265.625	0.04286235	125.5372
266.25	0.04773914	126.4615
266.875	0.05211039	129.7037
267.5	0.05801048	128.0762
268.125	0.06567023	130.3578
268.75	0.07134624	129.395
269.375	0.07949851	130.2765
270	0.0882199	131.6068
270.625	0.09881194	132.4119
271.25	0.1090922	130.9257
271.875	0.117501	130.8025
272.5	0.1331643	128.6608
273.125	0.1471074	127.9333
273.75	0.1597803	127.6291
274.375	0.1812093	126.8771
275	0.1948121	127.4086
275.625	0.2219019	125.4851
276.25	0.2519685	126.8559
276.875	0.2793475	125.7898
277.5	0.319939	123.3215
278.125	0.3777128	122.5869
278.75	0.435961	121.0119
279.375	0.5079541	118.3397
280	0.6150944	114.4396
280.625	0.7708197	111.2271
281.25	0.9796759	105.0747
281.875	1.315624	92.97124
282.5	1.662831	78.20942
283.125	2.136522	55.47744
283.75	2.344769	31.13805
284.375	2.403468	-5.555434
285	1.336857	-28.23686
285.625	1.1144	-30.14539
286.25	0.8941531	-36.80519
286.875	0.7484422	-36.50374
287.5	0.6873322	-38.92781
288.125	0.6237361	-42.13785
288.75	0.5911897	-44.20503
289.375	0.5359535	-47.28603
290	0.4993358	-50.29177
290.625	0.4596703	-52.45638
291.25	0.4355282	-55.45512
291.875	0.4037871	-55.60131
292.5	0.3879672	-58.85855
293.125	0.3694607	-60.10834
293.75	0.3418718	-63.17438
294.375	0.3379669	-63.47384
295	0.3091018	-63.59595
295.625	0.2874638	-67.25591
296.25	0.2764015	-67.86974
296.875	0.2671295	-68.48538
297.5	0.2559652	-70.133
298.125	0.2382805	-71.31915
298.75	0.2291599	-70.99305
299.375	0.2270953	-72.43642
300	0.2124864	-74.59131
300.625	0.2066345	-75.85192
301.25	0.196949	-75.65237
301.875	0.1905768	-76.37811
302.5	0.1865641	-76.84789
303.125	0.1769692	-78.39031
303.75	0.1685503	-78.47254
304.375	0.163746	-79.68964
305	0.1560558	-81.62838
305.625	0.1566788	-81.61114
306.25	0.1451229	-82.59523
306.875	0.1383888	-84.66562
307.5	0.1330307	-82.66824
308.125	0.130988	-81.52558
308.75	0.1247053	-81.19724
309.375	0.1228167	-80.27148
310	0.114776	-81.27438
310.625	0.1134624	-80.66964
311.25	0.1065318	-80.943
311.875	0.1071518	-79.0225
312.5	0.1026461	-80.73639
313.125	0.1014232	-78.62803
313.75	0.1053151	-78.60944
314.375	0.09636124	-78.92973
315	0.09336101	-76.49667
315.625	0.09331041	-77.25681
316.25	0.09363389	-75.92642
316.875	0.09040382	-76.8171
317.5	0.08810347	-74.90137
318.125	0.08569464	-75.16646
318.75	0.08457232	-74.92823
319.375	0.08583215	-77.55466
320	0.08214401	-75.51574
320.625	0.08897262	-76.08741
321.25	0.08360577	-72.66383
321.875	0.08320913	-73.73533
322.5	0.08277745	-72.67049
323.125	0.08527145	-71.73237
323.75	0.08178038	-70.22307
324.375	0.08385003	-71.22327
325	0.08463313	-71.45599
325.625	0.08198441	-70.32588
326.25	0.0850812	-72.32509
326.875	0.08492006	-70.89318
327.5	0.08324711	-73.03426
328.125	0.08358192	-72.75861
328.75	0.08595389	-72.5965
329.375	0.08539068	-75.4334
330	0.08349118	-75.10448
330.625	0.08396868	-75.06004
331.25	0.08147718	-76.13406
331.875	0.08154479	-78.29658
332.5	0.08270558	-79.0401
333.125	0.08226922	-79.1152
333.75	0.0811694	-81.08364
334.375	0.0802394	-79.59278
335	0.08064195	-81.06441
335.625	0.07799298	-81.86349
336.25	0.07885826	-82.30819
336.875	0.0768399	-82.92529
337.5	0.07649578	-85.71886
338.125	0.0752627	-85.09864
338.75	0.07396839	-86.11045
339.375	0.07209255	-86.6121
340	0.07291295	-86.90211
340.625	0.07171218	-87.30918
341.25	0.07000403	-87.32787
341.875	0.06927228	-87.2133
342.5	0.06808546	-88.03244
343.125	0.06672213	-87.70872
343.75	0.06611503	-88.80941
344.375	0.06539525	-89.69082
345	0.0653496	-89.7702
345.625	0.0633499	-89.73631
346.25	0.06236643	-89.76994
346.875	0.06155342	-89.70081
347.5	0.06143701	-91.51191
348.125	0.05986053	-90.25883
348.75	0.05869269	-90.24875
349.375	0.05798465	-90.93861
350	0.05757124	-91.18197
350.625	0.0570434	-90.07093
351.25	0.05587071	-92.66527
351.875	0.05472881	-90.80395
352.5	0.05434502	-91.90594
353.125	0.05301224	-91.67653
353.75	0.05195324	-90.64619
354.375	0.05151011	-91.86288
355	0.05147028	-91.72688
355.625	0.05015164	-92.15593
356.25	0.05008097	-91.02306
356.875	0.04913053	-90.24567
357.5	0.04792477	-90.25501
358.125	0.04842065	-90.9892
358.75	0.04737664	-90.22024
359.375	0.04696899	-89.18745
360	0.0463953	-89.41365
360.625	0.04600689	-90.27221
361.25	0.0461466	-89.60738
361.875	0.04497864	-89.58966
362.5	0.04572657	-89.15771
363.125	0.04476737	-89.5751
363.75	0.04454831	-89.4604
364.375	0.04442738	-89.01796
365	0.04332165	-88.79037
365.625	0.04346451	-89.32328
366.25	0.04307967	-88.66748
366.875	0.04267175	-89.26099
367.5	0.04207962	-88.25465
368.125	0.04241961	-88.41814
368.75	0.0419089	-88.85001
369.375	0.04188887	-88.69736
370	0.04134566	-88.45728
370.625	0.04062022	-88.29642
371.25	0.0405117	-87.72984
371.875	0.04088162	-88.25515
372.5	0.04028552	-87.64645
373.125	0.03936669	-88.04818
373.75	0.0400695	-87.80827
374.375	0.03966103	-87.50629
375	0.03933801	-88.06764
375.625	0.03924126	-87.23286
376.25	0.03903007	-87.48714
376.875	0.03899978	-87.26907
377.5	0.0384012	-87.70996
378.125	0.03826769	-87.55261
378.75	0.03784394	-87.19205
379.375	0.03770192	-87.80676
380	0.03777255	-86.93855
380.625	0.03760116	-87.43375
381.25	0.03731576	-86.62831
381.875	0.037147	-87.62512
382.5	0.03732788	-86.99388
383.125	0.0366921	-87.64063
383.75	0.03682546	-87.09124
384.375	0.03643031	-87.23591
385	0.03633234	-87.45477
385.625	0.03619713	-87.27394
386.25	0.03600375	-87.46568
386.875	0.03574619	-87.46343
387.5	0.03567188	-87.20791
388.125	0.03560916	-87.78648
388.75	0.03493218	-87.72249
389.375	0.03513808	-87.77182
390	0.03507388	-87.81564
390.625	0.03467182	-87.65371
391.25	0.03448605	-88.03439
391.875	0.03435933	-87.7933
392.5	0.03395907	-87.81232
393.125	0.033819	-87.64088
393.75	0.0334745	-87.75761
394.375	0.03365868	-87.81164
395	0.03338611	-87.55563
395.625	0.03278323	-87.51439
396.25	0.03283355	-87.01376
396.875	0.03262195	-87.2993
397.5	0.03261862	-87.32659
398.125	0.03227729	-87.0454
398.75	0.03220861	-86.47282
399.375	0.03214939	-86.51684
400	0.0315638	-86.58093
400.625	0.03165958	-86.25262
401.25	0.03178711	-86.21171
401.875	0.03159761	-86.19595
402.5	0.03145779	-86.06828
403.125	0.03155751	-86.12741
403.75	0.03177049	-86.12821
404.375	0.03161866	-85.55547
405	0.03159878	-85.48172
405.625	0.03174118	-86.22431
406.25	0.03170303	-85.65237
406.875	0.03159446	-86.12846
407.5	0.03153687	-86.51791
408.125	0.03169711	-86.63393
408.75	0.03139151	-86.26954
409.375	0.03149059	-86.86075
410	0.03125101	-87.32953
410.625	0.0311464	-87.43825
411.25	0.03112733	-87.53158
411.875	0.03081622	-87.93007
412.5	0.0307184	-88.0558
413.125	0.03054655	-88.46873
413.75	0.03053135	-88.52331
414.375	0.03038294	-88.99836
415	0.03034562	-89.10431
415.625	0.02976891	-89.62854
416.25	0.02965372	-89.86809
416.875	0.02929631	-90.08538
417.5	0.02938818	-89.96374
418.125	0.02885862	-90.14919
418.75	0.02837393	-90.66361
419.375	0.02820921	-90.10932
420	0.02795591	-90.30063
420.625	0.02780367	-90.37771
421.25	0.02744254	-90.03985
421.875	0.02754333	-90.01949
422.5	0.02727819	-89.88873
423.125	0.02699544	-89.3462
423.75	0.02685655	-89.4938
424.375	0.02665319	-89.36107
425	0.02644398	-89.2119
425.625	0.02623201	-88.95082
426.25	0.02631936	-88.12088
426.875	0.02619023	-88.51305
427.5	0.02606339	-87.98831
428.125	0.02600795	-87.85848
428.75	0.02595689	-87.74627
429.375	0.0259474	-87.43357
430	0.02576204	-87.66868
430.625	0.02567549	-87.29411
431.25	0.02566728	-87.39943
431.875	0.02563858	-87.36526
432.5	0.02568833	-86.92651
433.125	0.02560159	-86.88663
433.75	0.02547429	-86.71412
434.375	0.02545976	-86.46044
435	0.02547141	-86.92387
435.625	0.0255211	-86.62033
436.25	0.02531872	-86.55945
436.875	0.02532858	-86.30006
437.5	0.02531755	-86.43296
438.125	0.0251168	-86.63317
438.75	0.02527518	-86.69102
439.375	0.02515828	-87.03407
440	0.02512044	-86.80323
440.625	0.02507192	-86.8682
441.25	0.02492584	-87.25639
441.875	0.02485304	-87.02733
442.5	0.0247563	-86.69854
443.125	0.02473707	-86.83057
443.75	0.02463069	-87.03239
444.375	0.02461162	-87.35597
445	0.02442597	-87.38541
445.625	0.02453812	-87.42128
446.25	0.02438421	-87.43929
446.875	0.02431327	-87.6451
447.5	0.02439001	-87.21793
448.125	0.02425644	-87.23598
448.75	0.02427092	-87.14314
449.375	0.02407788	-87.2733
450	0.02401932	-87.57648
450.625	0.02389133	-87.63907
451.25	0.02388104	-87.41634
451.875	0.02374164	-87.87739
452.5	0.02360225	-87.72537
453.125	0.02369685	-87.8854
453.75	0.02364452	-87.63923
454.375	0.02362202	-87.9257
455	0.02330634	-87.62887
455.625	0.02328228	-87.83884
456.25	0.02336119	-87.90978
456.875	0.02326962	-87.74248
457.5	0.02311979	-87.67757
458.125	0.02314476	-87.79577
458.75	0.02312346	-87.34857
459.375	0.02316015	-87.91216
460	0.02293956	-87.69331
460.625	0.02290049	-88.18713
461.25	0.02266898	-87.92049
461.875	0.02274182	-88.2185
462.5	0.02285777	-88.24046
463.125	0.02259411	-88.28262
463.75	0.02250882	-88.56795
464.375	0.02239437	-88.24335
465	0.02245367	-88.32125
465.625	0.02231637	-88.83888
466.25	0.02221921	-88.5345
466.875	0.02221625	-88.6275
467.5	0.02202512	-88.75484
468.125	0.02196748	-88.77978
468.75	0.02185795	-89.16546
469.375	0.02184926	-88.73575
470	0.02172529	-88.89964
470.625	0.02146488	-88.87851
471.25	0.02137351	-88.7551
471.875	0.02154635	-88.71519
472.5	0.02136344	-88.87554
473.125	0.02128781	-88.71096
473.75	0.02117134	-89.07835
474.375	0.02110155	-89.01218
475	0.02104527	-88.97847
475.625	0.02098968	-88.94272
476.25	0.02091379	-89.09187
476.875	0.02084363	-89.05459
477.5	0.02068166	-88.81266
478.125	0.02063011	-89.18961
478.75	0.02063683	-89.35947
479.375	0.02055955	-88.83084
480	0.02042041	-88.82242
480.625	0.02023426	-88.66714
481.25	0.02030573	-88.44158
481.875	0.0202092	-88.40723
482.5	0.02014077	-88.38499
483.125	0.02002747	-88.57714
483.75	0.02004223	-88.74209
484.375	0.01998652	-88.27364
485	0.01995168	-87.83937
485.625	0.01982945	-88.47068
486.25	0.01982999	-88.09586
486.875	0.01974332	-88.15051
487.5	0.0197041	-88.04098
488.125	0.01966413	-88.14043
488.75	0.01952504	-87.96515
489.375	0.01957709	-88.22227
490	0.01951331	-88.39008
490.625	0.0194726	-88.01495
491.25	0.01946872	-88.10415
491.875	0.01944347	-87.82239
492.5	0.01941218	-87.78837
493.125	0.01933871	-87.7265
493.75	0.01923744	-88.08291
494.375	0.01917989	-87.63542
495	0.01925819	-87.66789
495.625	0.01910434	-87.92
496.25	0.01913335	-87.70113
496.875	0.01905567	-87.73837
497.5	0.01906781	-87.60984
498.125	0.01898641	-87.55896
498.75	0.01904248	-87.82049
499.375	0.01887678	-87.69617
500	0.01894947	-87.69599
500.625	0.01871752	-87.5927
501.25	0.01874371	-87.75713
501.875	0.01881724	-87.52948
502.5	0.01873747	-87.51103
503.125	0.01862797	-87.44449
503.75	0.01862958	-87.42462
504.375	0.01869318	-87.38063
505	0.01871757	-87.36355
505.625	0.01854393	-87.49132
506.25	0.01862279	-87.33764
506.875	0.018542	-87.71339
507.5	0.01860401	-87.64044
508.125	0.01841076	-87.4882
508.75	0.01837852	-87.69392
509.375	0.01842059	-87.69958
510	0.01836427	-87.85294
510.625	0.01837641	-87.83415
511.25	0.01826297	-88.13996
511.875	0.01818812	-87.719
512.5	0.018215	-87.81882
513.125	0.01818899	-88.12772
513.75	0.01825602	-87.97785
514.375	0.01813845	-87.89855
515	0.01809029	-88.14283
515.625	0.01806898	-87.94378
516.25	0.01803761	-88.36702
516.875	0.01799943	-88.42705
517.5	0.01792279	-88.4468
518.125	0.01785139	-88.30679
518.75	0.01789161	-88.24441
519.375	0.01779206	-88.2049
520	0.01776319	-88.43893
520.625	0.017724	-88.56236
521.25	0.01772396	-88.58105
521.875	0.01765775	-88.66396
522.5	0.01757479	-88.70013
523.125	0.01749394	-88.76675
523.75	0.01749987	-88.72165
524.375	0.01747318	-88.60183
525	0.01742346	-88.61591
525.625	0.01741977	-88.71174
526.25	0.01725972	-88.96365
526.875	0.0172852	-88.90261
527.5	0.01716197	-88.76866
528.125	0.01710056	-88.64944
528.75	0.01707168	-89.18204
529.375	0.01710504	-88.71121
530	0.01700485	-88.98929
530.625	0.01696583	-89.07417
531.25	0.0168498	-88.97955
531.875	0.01678042	-89.14067
532.5	0.01676585	-89.01173
533.125	0.01664804	-89.04368
533.75	0.01667301	-88.80525
534.375	0.01663327	-89.12516
535	0.01656767	-89.09192
535.625	0.01655276	-88.88966
536.25	0.01645052	-89.00619
536.875	0.01644753	-88.76491
537.5	0.0164382	-88.63425
538.125	0.01640139	-88.81046
538.75	0.01631125	-88.77025
539.375	0.01630029	-88.72666
540	0.01618977	-88.92095
540.625	0.01608307	-88.83107
541.25	0.01609026	-88.77716
541.875	0.01606622	-88.53528
542.5	0.01603412	-88.95275
543.125	0.01599866	-88.38438
543.75	0.01596704	-88.51735
544.375	0.0158626	-88.65948
545	0.01587524	-88.23785
545.625	0.01583097	-88.47627
546.25	0.01582382	-88.17376
546.875	0.01582436	-88.28796
547.5	0.01574698	-88.03878
548.125	0.01577577	-88.2776
548.75	0.015694	-88.25101
549.375	0.01560215	-87.95858
550	0.01569113	-88.10265
550.625	0.01562921	-87.96854
551.25	0.0155705	-87.99106
551.875	0.01550559	-88.16821
552.5	0.01558169	-87.91468
553.125	0.01547246	-88.05997
553.75	0.01547931	-87.61091
554.375	0.01540098	-87.89695
555	0.0153979	-87.91167
555.625	0.01534035	-87.6776
556.25	0.01537852	-88.08834
556.875	0.01531199	-87.86876
557.5	0.01535178	-87.75591
558.125	0.01524317	-87.7556
558.75	0.01532831	-87.72504
559.375	0.01531131	-87.90803
560	0.01517475	-87.51602
560.625	0.01517769	-87.60397
561.25	0.01520845	-87.77618
561.875	0.01512663	-87.6143
562.5	0.01512666	-87.72898
563.125	0.01508204	-87.83692
563.75	0.01512247	-87.77569
564.375	0.01506092	-87.55607
565	0.0150698	-88.05388
565.625	0.01501467	-88.01752
