Source File Name:	11_18_1_damped_2
Point Index:	1	[x = 0.12576	y = 0.165625	z = -1]
Signal:	FFT - Vib & Ref1 H1 Velocity / Force - Mag. & Phase

Frequency	Magnitude	Phase
40.625	0.001353725	-157.2126
41.25	0.001374473	-158.493
41.875	0.001399237	-159.8171
42.5	0.001413524	-161.1436
43.125	0.001409151	-162.9087
43.75	0.001411562	-164.0151
44.375	0.001414568	-164.9455
45	0.001419178	-165.5705
45.625	0.001428908	-166.8407
46.25	0.001451759	-167.7816
46.875	0.001469822	-168.4103
47.5	0.001490749	-169.4711
48.125	0.001509126	-170.1056
48.75	0.001522468	-171.487
49.375	0.001552174	-172.5938
50	0.001564292	-173.7703
50.625	0.001584541	-175.1656
51.25	0.00160547	-176.458
51.875	0.001615895	-177.8786
52.5	0.001638322	-179.3444
53.125	0.001658706	178.8583
53.75	0.001677759	177.8075
54.375	0.001698096	176.1458
55	0.001721802	174.2883
55.625	0.001724108	173.1206
56.25	0.001741425	171.2319
56.875	0.001750967	169.1498
57.5	0.001749858	167.3716
58.125	0.001774958	165.6986
58.75	0.001787117	163.1885
59.375	0.001804011	161.2979
60	0.001798578	159.6309
60.625	0.001820539	157.3241
61.25	0.00182473	155.2027
61.875	0.001829464	153.1852
62.5	0.00182814	150.6838
63.125	0.001822399	148.2051
63.75	0.001818968	145.5887
64.375	0.001824389	143.0785
65	0.001817999	140.2013
65.625	0.001809098	137.4315
66.25	0.001801771	134.4073
66.875	0.001788506	131.3212
67.5	0.001761202	128.1762
68.125	0.001740362	124.6559
68.75	0.001699482	120.9739
69.375	0.001672009	117.2407
70	0.001624258	113.2524
70.625	0.001578514	109.1124
71.25	0.00151521	104.7962
71.875	0.001447806	100.4069
72.5	0.00136996	96.00076
73.125	0.001277238	91.40871
73.75	0.001177016	86.80214
74.375	0.001056827	82.46464
75	0.0009333059	78.43016
75.625	0.0008101924	75.71497
76.25	0.000685267	75.20361
76.875	0.0005798274	76.92678
77.5	0.0004945854	82.21011
78.125	0.0004519957	89.88014
78.75	0.0004427267	97.37635
79.375	0.0004521686	101.8012
80	0.0004653204	103.6323
80.625	0.0004718075	103.483
81.25	0.0004702769	102.7593
81.875	0.0004581823	101.9891
82.5	0.0004433102	101.4183
83.125	0.0004287985	101.4544
83.75	0.0004179315	101.8502
84.375	0.0004075965	102.1408
85	0.0003973805	101.7676
85.625	0.000387882	100.9961
86.25	0.0003757051	100.4334
86.875	0.0003635776	99.49419
87.5	0.0003541977	98.62537
88.125	0.0003434941	97.80079
88.75	0.0003321044	96.14645
89.375	0.0003201903	94.59756
90	0.0003093631	92.83958
90.625	0.0002961379	91.15192
91.25	0.0002815121	89.64034
91.875	0.0002679381	87.22559
92.5	0.0002555659	84.01591
93.125	0.0002427441	80.91276
93.75	0.0002291426	77.15034
94.375	0.0002157285	73.31071
95	0.0002027864	69.06148
95.625	0.000188874	64.30932
96.25	0.0001764271	58.74392
96.875	0.0001639722	52.24219
97.5	0.0001530022	44.52309
98.125	0.0001434907	35.84508
98.75	0.0001382235	26.55697
99.375	0.0001358613	16.60209
100	0.0001365903	6.868498
100.625	0.0001387997	-2.741016
101.25	0.0001442846	-12.33036
101.875	0.0001528039	-21.51304
102.5	0.0001630035	-29.21817
103.125	0.0001757092	-36.80196
103.75	0.0001899874	-43.05056
104.375	0.0002055423	-48.13811
105	0.0002211613	-52.9066
105.625	0.0002383322	-57.42824
106.25	0.0002560717	-61.27959
106.875	0.0002682393	-64.59344
107.5	0.0002883685	-68.03896
108.125	0.0003027334	-71.39861
108.75	0.0003193833	-74.38026
109.375	0.0003366541	-76.68343
110	0.0003528012	-79.27143
110.625	0.0003698409	-81.38928
111.25	0.0003836437	-83.22215
111.875	0.0003987265	-85.29515
112.5	0.0004123568	-87.01247
113.125	0.0004251827	-88.87499
113.75	0.0004378078	-90.69971
114.375	0.0004520063	-92.28345
115	0.0004640793	-93.74203
115.625	0.0004753801	-95.35964
116.25	0.0004911473	-96.76656
116.875	0.0005029122	-97.99754
117.5	0.0005146465	-98.9398
118.125	0.0005243226	-100.3011
118.75	0.0005353398	-101.6834
119.375	0.0005458311	-102.6065
120	0.000552193	-104.0104
120.625	0.0005629294	-105.3295
121.25	0.000569501	-106.1959
121.875	0.000576601	-107.5161
122.5	0.0005873562	-108.0103
123.125	0.0005928045	-109.0922
123.75	0.0005990933	-110.0307
124.375	0.0006042562	-110.7027
125	0.0006081977	-111.416
125.625	0.0006117029	-112.2212
126.25	0.0006153522	-112.7267
126.875	0.0006198109	-113.3488
127.5	0.0006239244	-113.8351
128.125	0.0006267644	-114.2242
128.75	0.000632431	-114.4163
129.375	0.0006353232	-114.4885
130	0.0006398042	-114.4718
130.625	0.0006474507	-114.407
131.25	0.0006524232	-114.6565
131.875	0.0006596139	-114.7059
132.5	0.0006668366	-115.0268
133.125	0.0006757986	-115.5739
133.75	0.0006836308	-115.7191
134.375	0.0006921262	-115.9469
135	0.0007032643	-116.3285
135.625	0.0007121693	-116.7995
136.25	0.0007195843	-117.0863
136.875	0.0007263093	-117.6163
137.5	0.0007335499	-117.9755
138.125	0.0007412383	-118.6534
138.75	0.0007475514	-119.3064
139.375	0.0007565717	-119.8351
140	0.0007611755	-120.6172
140.625	0.0007683493	-121.3107
141.25	0.0007721545	-121.8772
141.875	0.000774074	-122.5484
142.5	0.0007756614	-123.3832
143.125	0.0007787839	-123.9942
143.75	0.0007748998	-124.642
144.375	0.0007761068	-125.405
145	0.0007735666	-126.0468
145.625	0.0007714757	-126.9543
146.25	0.0007674917	-127.56
146.875	0.0007613128	-128.3306
147.5	0.0007497229	-128.9396
148.125	0.0007402422	-129.1509
148.75	0.0007244996	-129.5092
149.375	0.0007091211	-129.8695
150	0.0006933777	-130.1489
150.625	0.0006738973	-129.6008
151.25	0.0006554355	-128.9692
151.875	0.0006385034	-127.9956
152.5	0.0006182906	-126.3249
153.125	0.0006082429	-124.1313
153.75	0.0005943231	-121.4909
154.375	0.0005958006	-118.3432
155	0.0005976787	-114.9905
155.625	0.000613816	-112.0843
156.25	0.0006344672	-109.5689
156.875	0.0006616065	-107.7053
157.5	0.0006926463	-106.3848
158.125	0.000723868	-105.664
158.75	0.0007551333	-105.1646
159.375	0.000787399	-105.2145
160	0.0008177059	-105.0152
160.625	0.0008482922	-105.5294
161.25	0.0008825657	-105.9002
161.875	0.0009118074	-106.9258
162.5	0.0009410798	-108.5753
163.125	0.0009587036	-110.2128
163.75	0.0009684197	-112.0834
164.375	0.0009728583	-113.7864
165	0.0009686621	-115.057
165.625	0.0009615103	-116.0037
166.25	0.0009445546	-116.6609
166.875	0.0009315038	-116.9189
167.5	0.0009212564	-116.8053
168.125	0.0009129181	-116.6348
168.75	0.0009003785	-116.2104
169.375	0.0009008885	-115.8966
170	0.0008990907	-115.4203
170.625	0.0008949805	-115.025
171.25	0.0008931452	-114.3148
171.875	0.0008904571	-113.5404
172.5	0.0008900862	-112.5874
173.125	0.000890751	-111.3591
173.75	0.0008995634	-110.2128
174.375	0.0009060599	-109.0585
175	0.0009192608	-108.1108
175.625	0.0009309085	-107.4377
176.25	0.0009468794	-106.8561
176.875	0.0009597381	-106.1041
177.5	0.0009775829	-105.4156
178.125	0.0009950588	-104.7151
178.75	0.001014092	-104.2448
179.375	0.001032342	-103.6903
180	0.001052358	-103.4847
180.625	0.001067177	-102.9872
181.25	0.001085617	-102.6602
181.875	0.001107514	-102.4909
182.5	0.001125402	-102.3206
183.125	0.001146175	-102.008
183.75	0.001169706	-102.05
184.375	0.001188012	-101.8375
185	0.001207176	-101.7729
185.625	0.001228373	-101.6856
186.25	0.001248718	-101.2699
186.875	0.001266578	-101.3458
187.5	0.001290404	-101.3736
188.125	0.001311311	-101.2747
188.75	0.001334266	-101.3967
189.375	0.001359061	-101.3034
190	0.0013805	-101.3477
190.625	0.001406176	-101.4587
191.25	0.001425762	-101.3897
191.875	0.001454993	-101.4097
192.5	0.001471748	-101.384
193.125	0.001494534	-101.609
193.75	0.001519227	-101.6988
194.375	0.001540207	-101.7357
195	0.001566047	-101.8201
195.625	0.001595659	-101.9291
196.25	0.001621983	-102.2332
196.875	0.001650906	-102.1349
197.5	0.001673744	-102.3264
198.125	0.001706243	-102.3639
198.75	0.001734682	-102.6812
199.375	0.001756773	-102.905
200	0.001787011	-103.2738
200.625	0.001816409	-103.5908
201.25	0.001848878	-103.8779
201.875	0.001875766	-104.2764
202.5	0.001905849	-104.6344
203.125	0.001938153	-104.9436
203.75	0.001961221	-105.23
204.375	0.001987908	-105.5482
205	0.00201345	-105.9864
205.625	0.002042601	-106.3986
206.25	0.002068667	-107.01
206.875	0.002094836	-107.5345
207.5	0.002121412	-107.9974
208.125	0.00214406	-108.4758
208.75	0.002169417	-108.8527
209.375	0.002196347	-109.2429
210	0.002211021	-109.6382
210.625	0.00222813	-109.8723
211.25	0.002253992	-110.1443
211.875	0.002270742	-110.4056
212.5	0.002291653	-110.9033
213.125	0.002321591	-111.1754
213.75	0.002340337	-111.6264
214.375	0.00236735	-111.8194
215	0.00239433	-112.1684
215.625	0.002419113	-112.4494
216.25	0.002443011	-112.6282
216.875	0.002466745	-112.9963
217.5	0.002489793	-113.3303
218.125	0.002516465	-113.6883
218.75	0.002541238	-114.0293
219.375	0.002569978	-114.4593
220	0.002596109	-114.8887
220.625	0.002617571	-115.0694
221.25	0.002647848	-115.5195
221.875	0.002673603	-115.7
222.5	0.002698539	-116.1866
223.125	0.002719283	-116.4842
223.75	0.002738138	-116.8247
224.375	0.002764777	-117.1902
225	0.00278478	-117.6076
225.625	0.002809922	-117.9676
226.25	0.002839853	-118.3272
226.875	0.002864422	-118.58
227.5	0.002893277	-118.9258
228.125	0.002916324	-119.2638
228.75	0.002933976	-119.5221
229.375	0.002955187	-119.8728
230	0.002974031	-120.2941
230.625	0.002991536	-120.5776
231.25	0.003011386	-120.8542
231.875	0.003035654	-121.2564
232.5	0.003060621	-121.5478
233.125	0.003080292	-121.886
233.75	0.003101771	-121.9718
234.375	0.003123564	-122.3609
235	0.003133604	-122.4061
235.625	0.003149684	-122.7797
236.25	0.003161298	-122.9236
236.875	0.003181817	-123.2563
237.5	0.003195791	-123.4015
238.125	0.003216706	-123.6606
238.75	0.003231114	-123.6153
239.375	0.003252187	-123.7653
240	0.003267709	-123.8901
240.625	0.003276463	-123.7574
241.25	0.003293175	-123.754
241.875	0.003306052	-123.7942
242.5	0.003324308	-123.6957
243.125	0.003337524	-123.5897
243.75	0.003356854	-123.5333
244.375	0.003377939	-123.2945
245	0.003403248	-123.1339
245.625	0.003435779	-122.9352
246.25	0.003459672	-122.5573
246.875	0.003478575	-122.2526
247.5	0.0035115	-121.7984
248.125	0.003533227	-121.5553
248.75	0.003567863	-121.0601
249.375	0.003605142	-120.7931
250	0.00363448	-120.3064
250.625	0.003685012	-119.9564
251.25	0.003735422	-119.4641
251.875	0.003784331	-118.9721
252.5	0.003834396	-118.3795
253.125	0.003887086	-117.7832
253.75	0.003943705	-117.1721
254.375	0.004008264	-116.5322
255	0.004070825	-115.9197
255.625	0.004144437	-115.3211
256.25	0.004231839	-114.8817
256.875	0.00431134	-114.151
257.5	0.004417984	-113.4527
258.125	0.004520588	-112.7719
258.75	0.004637544	-112.0824
259.375	0.004760064	-111.3276
260	0.004872335	-110.5474
260.625	0.005021097	-109.9313
261.25	0.005166817	-109.1012
261.875	0.005336771	-108.4872
262.5	0.005516798	-107.8206
263.125	0.005731112	-107.2789
263.75	0.005932762	-106.6594
264.375	0.006181	-106.0141
265	0.006435787	-105.4043
265.625	0.00672493	-104.7609
266.25	0.007028258	-104.1959
266.875	0.007371457	-103.6091
267.5	0.007729916	-103.1627
268.125	0.008141529	-102.9503
268.75	0.008612602	-102.8724
269.375	0.009127697	-102.7014
270	0.009698692	-102.5679
270.625	0.01034157	-102.647
271.25	0.01105728	-102.8238
271.875	0.01180828	-103.2007
272.5	0.01262124	-103.5652
273.125	0.01353354	-104.0299
273.75	0.01455357	-104.5826
274.375	0.01575118	-105.0957
275	0.01716793	-105.8139
275.625	0.0188567	-106.848
276.25	0.02098295	-108.0854
276.875	0.02346822	-109.6677
277.5	0.02638568	-112.0388
278.125	0.02981572	-115.2762
278.75	0.03382613	-118.536
279.375	0.03883963	-122.3761
280	0.0458956	-127.4038
280.625	0.05522643	-134.9911
281.25	0.06614172	-145.7989
281.875	0.07817256	-159.9092
282.5	0.09117843	-177.1773
283.125	0.1011971	159.4094
283.75	0.08447333	124.628
284.375	0.0582555	115.1858
285	0.04385684	104.8477
285.625	0.03229264	103.304
286.25	0.02659462	108.9877
286.875	0.02494025	111.7925
287.5	0.02371127	110.3559
288.125	0.02189943	108.709
288.75	0.02022323	108.0876
289.375	0.01901852	107.8473
290	0.01809213	107.2656
290.625	0.01714638	106.4869
291.25	0.01623187	105.9116
291.875	0.01549077	105.2289
292.5	0.01479478	104.7281
293.125	0.01417478	103.9976
293.75	0.01365503	103.1781
294.375	0.01313467	102.4885
295	0.01263036	101.7103
295.625	0.01219383	101.1132
296.25	0.011759	100.6232
296.875	0.01137347	100.2076
297.5	0.01097897	99.60929
298.125	0.01059823	99.05265
298.75	0.01027603	98.70507
299.375	0.00993958	98.16631
300	0.009656966	97.75027
300.625	0.009396322	97.38603
301.25	0.009133945	97.06284
301.875	0.008903251	96.7026
302.5	0.008657672	96.37684
303.125	0.008450792	96.14644
303.75	0.008264598	95.94082
304.375	0.008057421	95.67107
305	0.0078626	95.42458
305.625	0.007709377	95.15854
306.25	0.007536489	94.952
306.875	0.007382741	94.65738
307.5	0.007258538	94.32544
308.125	0.007112407	94.16163
308.75	0.006989615	93.99052
309.375	0.006867379	93.74902
310	0.006735595	93.41232
310.625	0.006620513	93.23476
311.25	0.006503301	92.93913
311.875	0.006399448	92.65022
312.5	0.006292555	92.26572
313.125	0.006190646	91.79788
313.75	0.006091189	91.5107
314.375	0.005998667	91.24339
315	0.005898371	90.91213
315.625	0.005796364	90.64262
316.25	0.005709694	90.46188
316.875	0.005601871	90.27245
317.5	0.005516615	89.89535
318.125	0.005425402	89.60268
318.75	0.00533917	89.27312
319.375	0.005256016	88.86812
320	0.005185064	88.78939
320.625	0.005091241	88.46851
321.25	0.00501957	88.35646
321.875	0.004949169	88.17895
322.5	0.004870751	88.05785
323.125	0.004793473	87.79268
323.75	0.004730314	87.60559
324.375	0.004651582	87.34886
325	0.004590688	87.21265
325.625	0.004529328	86.91978
326.25	0.004461356	86.67019
326.875	0.00439912	86.57753
327.5	0.004340592	86.31581
328.125	0.004271992	86.37377
328.75	0.00420413	86.15467
329.375	0.004136325	86.13805
330	0.004079115	86.02973
330.625	0.004025018	85.93982
331.25	0.0039667	85.86732
331.875	0.003919103	85.91374
332.5	0.003864704	85.7655
333.125	0.003816047	85.75581
333.75	0.003768852	85.92335
334.375	0.003720228	85.94174
335	0.003671252	86.00197
335.625	0.003630346	86.01485
336.25	0.003580578	86.1694
336.875	0.003545607	86.1844
337.5	0.003508435	86.14064
338.125	0.003473025	86.26964
338.75	0.003441413	86.3341
339.375	0.003411262	86.32767
340	0.00338044	86.36949
340.625	0.003350687	86.51003
341.25	0.003322263	86.61121
341.875	0.003287644	86.6427
342.5	0.003257769	86.69048
343.125	0.00322254	86.58339
343.75	0.00320661	86.6605
344.375	0.003177201	86.73421
345	0.003156314	86.77853
345.625	0.003138555	86.823
346.25	0.003115874	86.82034
346.875	0.003095886	86.76562
347.5	0.003066994	86.76202
348.125	0.003052119	86.76878
348.75	0.003024705	86.72807
349.375	0.003007753	86.58141
350	0.002985915	86.43635
350.625	0.002972784	86.38302
351.25	0.002952206	86.15348
351.875	0.002928774	85.9593
352.5	0.002908316	85.88176
353.125	0.00287893	85.86964
353.75	0.002856268	85.66853
354.375	0.002831123	85.56544
355	0.002801598	85.41547
355.625	0.002773223	85.3898
356.25	0.002753387	85.44218
356.875	0.002735369	85.23723
357.5	0.002709035	85.28298
358.125	0.002688952	85.23525
358.75	0.00266833	85.32436
359.375	0.002646054	85.27332
360	0.00262609	85.29293
360.625	0.002601528	85.23199
361.25	0.00257975	85.30235
361.875	0.002552194	85.18909
362.5	0.002532396	85.28742
363.125	0.002513642	85.27923
363.75	0.002494017	85.44322
364.375	0.002479534	85.37197
365	0.002460976	85.58185
365.625	0.002444475	85.77328
366.25	0.002427232	85.85568
366.875	0.002408982	85.99174
367.5	0.00239152	85.98312
368.125	0.002381453	85.99751
368.75	0.002370944	86.14822
369.375	0.002357841	86.14673
370	0.002347294	86.20617
370.625	0.002338553	86.31591
371.25	0.002326492	86.35699
371.875	0.00230971	86.432
372.5	0.002299123	86.46454
373.125	0.002282241	86.54129
373.75	0.002273163	86.55334
374.375	0.002261475	86.52216
375	0.002250043	86.57535
375.625	0.002243925	86.54653
376.25	0.002233016	86.6216
376.875	0.002222876	86.70135
377.5	0.00221269	86.60014
378.125	0.002201895	86.76066
378.75	0.002190684	86.74868
379.375	0.002181049	86.83078
380	0.002168169	86.77609
380.625	0.002162491	86.78705
381.25	0.002149619	86.80656
381.875	0.002140771	86.75398
382.5	0.002133715	86.83099
383.125	0.002126481	86.91045
383.75	0.002116953	86.91904
384.375	0.002106856	87.06073
385	0.002101928	87.1179
385.625	0.002092359	87.17778
386.25	0.00208172	87.13131
386.875	0.00207112	87.18829
387.5	0.0020692	87.15421
388.125	0.002061871	87.24432
388.75	0.002056137	87.14273
389.375	0.002052298	87.26628
390	0.00204652	87.45452
390.625	0.002044004	87.44577
391.25	0.002035615	87.58618
391.875	0.002027235	87.52911
392.5	0.002021348	87.47626
393.125	0.002017658	87.63432
393.75	0.002016244	87.43414
394.375	0.002016305	87.52203
395	0.002014886	87.57352
395.625	0.002012176	87.50916
396.25	0.002016174	87.48956
396.875	0.002012865	87.62281
397.5	0.002013813	87.51199
398.125	0.00201425	87.39158
398.75	0.002016035	87.31642
399.375	0.002015791	87.03372
400	0.002018647	86.85751
400.625	0.002021178	86.61816
401.25	0.002028201	86.29768
401.875	0.002032082	86.00056
402.5	0.00203117	85.57566
403.125	0.002033184	85.22974
403.75	0.002029476	84.77371
404.375	0.002024793	84.3196
405	0.002022427	83.65559
405.625	0.002018715	83.02944
406.25	0.002010769	82.39305
406.875	0.002002836	81.75486
407.5	0.001992616	81.18906
408.125	0.001975767	80.5494
408.75	0.001964178	79.83543
409.375	0.001946347	79.18973
410	0.001922908	78.62779
410.625	0.001898155	77.91043
411.25	0.001869979	77.20201
411.875	0.001843507	76.5968
412.5	0.001806951	75.9334
413.125	0.001768975	75.48149
413.75	0.001723991	75.44627
414.375	0.001679323	75.93295
415	0.001655211	76.7474
415.625	0.001649071	77.05942
416.25	0.001628946	77.01539
416.875	0.001603291	77.0033
417.5	0.001577939	77.21181
418.125	0.001555369	77.43626
418.75	0.001539611	77.70499
419.375	0.001519011	78.20586
420	0.001499292	78.58592
420.625	0.001482538	79.08656
421.25	0.001466476	79.8362
421.875	0.001454688	80.30297
422.5	0.001442433	81.00169
423.125	0.00143269	81.51829
423.75	0.001424737	82.0658
424.375	0.001417296	82.62003
425	0.001412844	83.17088
425.625	0.001412635	83.76177
426.25	0.001414971	84.22919
426.875	0.001412908	84.62605
427.5	0.001413315	85.22521
428.125	0.001411961	85.47672
428.75	0.001412131	85.72366
429.375	0.001415402	86.05694
430	0.001415982	86.22287
430.625	0.001416793	86.39479
431.25	0.001418921	86.45496
431.875	0.001421697	86.58744
432.5	0.001423666	86.69399
433.125	0.001422493	86.65119
433.75	0.001421265	86.74298
434.375	0.001421925	86.81484
435	0.001416064	86.76862
435.625	0.001412527	86.92194
436.25	0.00141006	86.92348
436.875	0.001406218	86.9537
437.5	0.001401242	87.08201
438.125	0.001395587	87.05448
438.75	0.001394981	87.21956
439.375	0.001392554	87.31267
440	0.001387198	87.39474
440.625	0.001385774	87.63001
441.25	0.00137966	87.7718
441.875	0.001376919	87.86685
442.5	0.00137379	88.003
443.125	0.001373479	88.07786
443.75	0.001373347	88.31107
444.375	0.001370881	88.38736
445	0.001371661	88.55564
445.625	0.001373015	88.71407
446.25	0.001369386	88.79488
446.875	0.001371099	88.9064
447.5	0.001368822	88.95245
448.125	0.001368104	89.0676
448.75	0.001367462	89.06372
449.375	0.001365514	89.05598
450	0.001366425	89.07816
450.625	0.001365255	89.0645
451.25	0.001365267	89.12189
451.875	0.001365868	89.24429
452.5	0.001365025	89.39988
453.125	0.001365885	89.35413
453.75	0.00136385	89.28452
454.375	0.001360832	89.25085
455	0.001360429	89.28073
455.625	0.001360478	89.18954
456.25	0.001360281	89.14822
456.875	0.001359607	89.01886
457.5	0.001358735	88.93801
458.125	0.001359187	89.00498
458.75	0.001357049	88.97636
459.375	0.001353923	89.03307
460	0.001352361	88.89718
460.625	0.001347771	88.84115
461.25	0.00134569	88.75945
461.875	0.001342659	88.70259
462.5	0.001341588	88.53085
463.125	0.00133926	88.49695
463.75	0.001338486	88.59382
464.375	0.001335199	88.5092
465	0.00133271	88.45378
465.625	0.001328368	88.45168
466.25	0.001325946	88.44495
466.875	0.001321567	88.43327
467.5	0.0013161	88.41598
468.125	0.001314134	88.29459
468.75	0.001309477	88.22707
469.375	0.001309559	88.26336
470	0.001307368	88.22795
470.625	0.001304697	88.2268
471.25	0.001297322	88.35187
471.875	0.001296178	88.32697
472.5	0.001290778	88.46392
473.125	0.001286713	88.33025
473.75	0.00128442	88.38039
474.375	0.001279483	88.46317
475	0.001278841	88.41145
475.625	0.001276516	88.41375
476.25	0.001274644	88.49945
476.875	0.001272395	88.5732
477.5	0.001272086	88.56551
478.125	0.001265812	88.7344
478.75	0.001262543	88.77625
479.375	0.001259232	88.80684
480	0.001256814	88.75013
480.625	0.00125693	88.81611
481.25	0.001256324	88.85553
481.875	0.001254	88.90149
482.5	0.001254295	88.95349
483.125	0.001251747	89.01174
483.75	0.001250146	89.1636
484.375	0.001250932	89.15718
485	0.001250198	89.16894
485.625	0.001247072	89.15081
486.25	0.001247253	89.16947
486.875	0.001248027	88.97413
487.5	0.001247299	88.95312
488.125	0.001247077	88.92898
488.75	0.001244366	88.86372
489.375	0.001243032	88.8921
490	0.001240939	88.89561
490.625	0.001238381	88.82092
491.25	0.001234741	88.84501
491.875	0.001232905	88.84405
492.5	0.001229674	88.75169
493.125	0.001226923	88.8159
493.75	0.00122626	88.57696
494.375	0.001225537	88.56297
495	0.001224186	88.59361
495.625	0.001223034	88.57161
496.25	0.001217745	88.67725
496.875	0.001217379	88.71301
497.5	0.001213347	88.58456
498.125	0.001210109	88.52925
498.75	0.001208131	88.46877
499.375	0.001207049	88.49239
500	0.001205255	88.35063
500.625	0.001202155	88.39872
501.25	0.001199945	88.36047
501.875	0.001195474	88.39346
502.5	0.001194529	88.4117
503.125	0.001188927	88.47026
503.75	0.001186837	88.48029
504.375	0.001183793	88.53236
505	0.001179487	88.49654
505.625	0.001177065	88.48162
506.25	0.001174185	88.51936
506.875	0.001174792	88.58125
507.5	0.001174311	88.57832
508.125	0.001171033	88.69086
508.75	0.001171776	88.72909
509.375	0.001164254	88.84225
510	0.001162231	88.91013
510.625	0.001161447	88.96381
511.25	0.001159131	88.92786
511.875	0.001157662	88.93733
512.5	0.00115553	88.89465
513.125	0.00115445	88.94843
513.75	0.001154951	89.11053
514.375	0.001154952	89.14702
515	0.001153052	89.27755
515.625	0.001150831	89.25636
516.25	0.001146859	89.25799
516.875	0.001146897	89.22661
517.5	0.001144959	89.31634
518.125	0.001143576	89.32083
518.75	0.001143411	89.35609
519.375	0.001143764	89.34304
520	0.001142867	89.4806
520.625	0.001143475	89.46272
521.25	0.001142864	89.53801
521.875	0.001141094	89.61483
522.5	0.001140209	89.59241
523.125	0.001136776	89.56348
523.75	0.001136687	89.51476
524.375	0.001136678	89.52923
525	0.001136387	89.45518
525.625	0.001137501	89.49359
526.25	0.001137738	89.43124
526.875	0.001136355	89.44127
527.5	0.001134148	89.50252
528.125	0.001131638	89.59152
528.75	0.001131581	89.52141
529.375	0.001129059	89.40941
530	0.001127167	89.45705
530.625	0.001124816	89.42319
531.25	0.001126655	89.32174
531.875	0.001125364	89.30379
532.5	0.001124482	89.34068
533.125	0.001123754	89.40152
533.75	0.001122588	89.4238
534.375	0.001121464	89.47266
535	0.001117775	89.42514
535.625	0.001116898	89.41064
536.25	0.001115478	89.40961
536.875	0.001115645	89.3413
537.5	0.001113995	89.34119
538.125	0.001113677	89.22386
538.75	0.00111268	89.32035
539.375	0.001111293	89.25121
540	0.001110149	89.33247
540.625	0.001108739	89.29958
541.25	0.001105398	89.36749
541.875	0.001104344	89.40534
542.5	0.001101931	89.4296
543.125	0.001098531	89.33142
543.75	0.001100105	89.33468
544.375	0.001098364	89.40187
545	0.001098142	89.50542
545.625	0.001097773	89.61773
546.25	0.001094774	89.58246
546.875	0.001094631	89.67352
547.5	0.001093026	89.72919
548.125	0.001092199	89.71877
548.75	0.001092249	89.64536
549.375	0.00109161	89.66287
550	0.001092373	89.77061
550.625	0.001091506	89.80699
551.25	0.001091737	89.82095
551.875	0.001091176	89.92209
552.5	0.001091744	90.01756
553.125	0.001090439	90.07618
553.75	0.001091327	90.23472
554.375	0.0010898	90.17336
555	0.001090715	90.28001
555.625	0.001091627	90.39365
556.25	0.001093443	90.33369
556.875	0.001095029	90.424
557.5	0.001098192	90.58479
558.125	0.001099495	90.68085
558.75	0.001102266	90.84223
559.375	0.001107341	90.92694
560	0.001112341	91.03571
560.625	0.001118407	90.97263
